season,round,circuit_id,driver,nationality,constructor,grid,status,points,podium,weather_warm,weather_cold,weather_wet,weather_cloudy,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,driver_age
2016,14,monza,max_verstappen,Dutch,red_bull,7,Finished,6.0,7,1,0,0,0,115.0,1.0,6.0,274.0,1.0,2.0,18
2016,14,monza,perez,Mexican,aston_martin,8,Finished,4.0,8,1,0,0,0,58.0,0.0,8.0,103.0,0.0,4.0,26
2016,14,monza,massa,Brazilian,williams,11,Finished,2.0,9,1,0,0,0,39.0,0.0,10.0,101.0,0.0,5.0,35
2016,14,monza,hulkenberg,German,aston_martin,9,Finished,1.0,10,1,0,0,0,45.0,0.0,9.0,103.0,0.0,4.0,29
2016,14,monza,grosjean,French,haas,17,Finished,0.0,11,1,0,0,0,28.0,0.0,13.0,28.0,0.0,8.0,30
2016,14,monza,button,British,mclaren,14,Finished,0.0,12,1,0,0,0,17.0,0.0,15.0,48.0,0.0,6.0,36
2016,14,monza,gutierrez,Mexican,haas,10,Finished,0.0,13,1,0,0,0,0.0,0.0,19.0,28.0,0.0,8.0,25
2016,14,monza,alonso,Spanish,mclaren,12,Finished,0.0,14,1,0,0,0,30.0,0.0,11.0,48.0,0.0,6.0,35
2016,14,monza,sainz,Spanish,alphatauri,15,Finished,0.0,15,1,0,0,0,30.0,0.0,12.0,45.0,0.0,7.0,22
2016,14,monza,ericsson,Swedish,alfa,19,Finished,0.0,16,1,0,0,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,14,monza,kevin_magnussen,Danish,alpine,21,Finished,0.0,17,1,0,0,0,6.0,0.0,16.0,6.0,0.0,9.0,23
2016,14,monza,ocon,French,manor,22,Finished,0.0,18,1,0,0,0,0.0,0.0,24.0,1.0,0.0,10.0,19
2016,14,monza,kvyat,Russian,alphatauri,16,Mechanical Issue,0.0,19,1,0,0,0,23.0,0.0,14.0,45.0,0.0,7.0,22
2016,14,monza,wehrlein,German,manor,13,Mechanical Issue,0.0,20,1,0,0,0,1.0,0.0,17.0,1.0,0.0,10.0,21
2016,14,monza,jolyon_palmer,British,alpine,20,Incident,0.0,21,1,0,0,0,0.0,0.0,20.0,6.0,0.0,9.0,25
2016,14,monza,nasr,Brazilian,alfa,18,Incident,0.0,22,1,0,0,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,15,marina_bay,rosberg,German,mercedes,1,Finished,25.0,1,1,0,0,0,248.0,7.0,2.0,498.0,13.0,1.0,31
2016,15,marina_bay,ricciardo,Australian,red_bull,2,Finished,18.0,2,1,0,0,0,161.0,0.0,3.0,290.0,1.0,2.0,27
2016,15,marina_bay,hamilton,British,mercedes,3,Finished,15.0,3,1,0,0,0,250.0,6.0,1.0,498.0,13.0,1.0,31
2016,15,marina_bay,raikkonen,Finnish,ferrari,5,Finished,12.0,4,1,0,0,0,136.0,0.0,5.0,279.0,0.0,3.0,36
2016,15,marina_bay,vettel,German,ferrari,22,Finished,10.0,5,1,0,0,0,143.0,0.0,4.0,279.0,0.0,3.0,29
2016,15,marina_bay,max_verstappen,Dutch,red_bull,4,Finished,8.0,6,1,0,0,0,121.0,1.0,6.0,290.0,1.0,2.0,18
2016,15,marina_bay,alonso,Spanish,mclaren,9,Finished,6.0,7,1,0,0,0,30.0,0.0,11.0,48.0,0.0,6.0,35
2016,15,marina_bay,perez,Mexican,aston_martin,17,Finished,4.0,8,1,0,0,0,62.0,0.0,8.0,108.0,0.0,5.0,26
2016,15,marina_bay,kvyat,Russian,alphatauri,7,Finished,2.0,9,1,0,0,0,23.0,0.0,14.0,45.0,0.0,7.0,22
2016,15,marina_bay,kevin_magnussen,Danish,alpine,15,Finished,1.0,10,1,0,0,0,6.0,0.0,16.0,6.0,0.0,9.0,23
2016,15,marina_bay,gutierrez,Mexican,haas,13,Finished,0.0,11,1,0,0,0,0.0,0.0,19.0,28.0,0.0,8.0,25
2016,15,marina_bay,massa,Brazilian,williams,11,Finished,0.0,12,1,0,0,0,41.0,0.0,10.0,111.0,0.0,4.0,35
2016,15,marina_bay,nasr,Brazilian,alfa,16,Finished,0.0,13,1,0,0,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,15,marina_bay,sainz,Spanish,alphatauri,6,Finished,0.0,14,1,0,0,0,30.0,0.0,12.0,45.0,0.0,7.0,22
2016,15,marina_bay,jolyon_palmer,British,alpine,18,Finished,0.0,15,1,0,0,0,0.0,0.0,20.0,6.0,0.0,9.0,25
2016,15,marina_bay,wehrlein,German,manor,19,Finished,0.0,16,1,0,0,0,1.0,0.0,17.0,1.0,0.0,10.0,21
2016,15,marina_bay,ericsson,Swedish,alfa,14,Finished,0.0,17,1,0,0,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,15,marina_bay,ocon,French,manor,21,Finished,0.0,18,1,0,0,0,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,15,marina_bay,button,British,mclaren,12,Mechanical Issue,0.0,19,1,0,0,0,17.0,0.0,15.0,48.0,0.0,6.0,36
2016,15,marina_bay,bottas,Finnish,williams,10,Mechanical Issue,0.0,20,1,0,0,0,70.0,0.0,7.0,111.0,0.0,4.0,27
2016,15,marina_bay,hulkenberg,German,aston_martin,8,Incident,0.0,21,1,0,0,0,46.0,0.0,9.0,108.0,0.0,5.0,29
2016,15,marina_bay,grosjean,French,haas,20,Incident,0.0,22,1,0,0,0,28.0,0.0,13.0,28.0,0.0,8.0,30
2016,16,sepang,ricciardo,Australian,red_bull,4,Finished,25.0,1,1,0,0,0,179.0,0.0,3.0,316.0,1.0,2.0,27
2016,16,sepang,max_verstappen,Dutch,red_bull,3,Finished,18.0,2,1,0,0,0,129.0,1.0,6.0,316.0,1.0,2.0,19
2016,16,sepang,rosberg,German,mercedes,2,Finished,15.0,3,1,0,0,0,273.0,8.0,1.0,538.0,14.0,1.0,31
2016,16,sepang,raikkonen,Finnish,ferrari,6,Finished,12.0,4,1,0,0,0,148.0,0.0,5.0,301.0,0.0,3.0,36
2016,16,sepang,bottas,Finnish,williams,11,Finished,10.0,5,1,0,0,0,70.0,0.0,7.0,111.0,0.0,5.0,27
2016,16,sepang,perez,Mexican,aston_martin,7,Finished,8.0,6,1,0,0,0,66.0,0.0,8.0,112.0,0.0,4.0,26
2016,16,sepang,alonso,Spanish,mclaren,22,Finished,6.0,7,1,0,0,0,36.0,0.0,11.0,54.0,0.0,6.0,35
2016,16,sepang,hulkenberg,German,aston_martin,8,Finished,4.0,8,1,0,0,0,46.0,0.0,9.0,112.0,0.0,4.0,29
2016,16,sepang,button,British,mclaren,9,Finished,2.0,9,1,0,0,0,17.0,0.0,15.0,54.0,0.0,6.0,36
2016,16,sepang,jolyon_palmer,British,alpine,19,Finished,1.0,10,1,0,0,0,0.0,0.0,20.0,7.0,0.0,9.0,25
2016,16,sepang,sainz,Spanish,alphatauri,16,Finished,0.0,11,1,0,0,0,30.0,0.0,12.0,47.0,0.0,7.0,22
2016,16,sepang,ericsson,Swedish,alfa,17,Finished,0.0,12,1,0,0,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,16,sepang,massa,Brazilian,williams,10,Finished,0.0,13,1,0,0,0,41.0,0.0,10.0,111.0,0.0,5.0,35
2016,16,sepang,kvyat,Russian,alphatauri,15,Finished,0.0,14,1,0,0,0,25.0,0.0,14.0,47.0,0.0,7.0,22
2016,16,sepang,wehrlein,German,manor,21,Finished,0.0,15,1,0,0,0,1.0,0.0,17.0,1.0,0.0,10.0,21
2016,16,sepang,ocon,French,manor,20,Finished,0.0,16,1,0,0,0,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,16,sepang,nasr,Brazilian,alfa,18,Mechanical Issue,0.0,17,1,0,0,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,16,sepang,hamilton,British,mercedes,1,Mechanical Issue,0.0,18,1,0,0,0,265.0,6.0,2.0,538.0,14.0,1.0,31
2016,16,sepang,gutierrez,Mexican,haas,13,Mechanical Issue,0.0,19,1,0,0,0,0.0,0.0,19.0,28.0,0.0,8.0,25
2016,16,sepang,kevin_magnussen,Danish,alpine,14,Mechanical Issue,0.0,20,1,0,0,0,7.0,0.0,16.0,7.0,0.0,9.0,23
2016,16,sepang,grosjean,French,haas,12,Mechanical Issue,0.0,21,1,0,0,0,28.0,0.0,13.0,28.0,0.0,8.0,30
2016,16,sepang,vettel,German,ferrari,5,Incident,0.0,22,1,0,0,0,153.0,0.0,4.0,301.0,0.0,3.0,29
2016,17,suzuka,rosberg,German,mercedes,1,Finished,25.0,1,0,0,0,1,288.0,8.0,1.0,553.0,14.0,1.0,31
2016,17,suzuka,max_verstappen,Dutch,red_bull,3,Finished,18.0,2,0,0,0,1,147.0,1.0,6.0,359.0,2.0,2.0,19
2016,17,suzuka,hamilton,British,mercedes,2,Finished,15.0,3,0,0,0,1,265.0,6.0,2.0,553.0,14.0,1.0,31
2016,17,suzuka,vettel,German,ferrari,6,Finished,12.0,4,0,0,0,1,153.0,0.0,5.0,313.0,0.0,3.0,29
2016,17,suzuka,raikkonen,Finnish,ferrari,8,Finished,10.0,5,0,0,0,1,160.0,0.0,4.0,313.0,0.0,3.0,36
2016,17,suzuka,ricciardo,Australian,red_bull,4,Finished,8.0,6,0,0,0,1,204.0,1.0,3.0,359.0,2.0,2.0,27
2016,17,suzuka,perez,Mexican,aston_martin,5,Finished,6.0,7,0,0,0,1,74.0,0.0,8.0,124.0,0.0,4.0,26
2016,17,suzuka,hulkenberg,German,aston_martin,9,Finished,4.0,8,0,0,0,1,50.0,0.0,9.0,124.0,0.0,4.0,29
2016,17,suzuka,massa,Brazilian,williams,12,Finished,2.0,9,0,0,0,1,41.0,0.0,11.0,121.0,0.0,5.0,35
2016,17,suzuka,bottas,Finnish,williams,11,Finished,1.0,10,0,0,0,1,80.0,0.0,7.0,121.0,0.0,5.0,27
2016,17,suzuka,grosjean,French,haas,7,Finished,0.0,11,0,0,0,1,28.0,0.0,13.0,28.0,0.0,8.0,30
2016,17,suzuka,jolyon_palmer,British,alpine,16,Finished,0.0,12,0,0,0,1,1.0,0.0,17.0,8.0,0.0,9.0,25
2016,17,suzuka,kvyat,Russian,alphatauri,13,Finished,0.0,13,0,0,0,1,25.0,0.0,14.0,47.0,0.0,7.0,22
2016,17,suzuka,kevin_magnussen,Danish,alpine,17,Finished,0.0,14,0,0,0,1,7.0,0.0,16.0,8.0,0.0,9.0,24
2016,17,suzuka,ericsson,Swedish,alfa,18,Finished,0.0,15,0,0,0,1,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,17,suzuka,alonso,Spanish,mclaren,15,Finished,0.0,16,0,0,0,1,42.0,0.0,10.0,62.0,0.0,6.0,35
2016,17,suzuka,sainz,Spanish,alphatauri,14,Finished,0.0,17,0,0,0,1,30.0,0.0,12.0,47.0,0.0,7.0,22
2016,17,suzuka,button,British,mclaren,22,Finished,0.0,18,0,0,0,1,19.0,0.0,15.0,62.0,0.0,6.0,36
2016,17,suzuka,nasr,Brazilian,alfa,19,Finished,0.0,19,0,0,0,1,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,17,suzuka,gutierrez,Mexican,haas,10,Finished,0.0,20,0,0,0,1,0.0,0.0,20.0,28.0,0.0,8.0,25
2016,17,suzuka,ocon,French,manor,20,Finished,0.0,21,0,0,0,1,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,17,suzuka,wehrlein,German,manor,21,Finished,0.0,22,0,0,0,1,1.0,0.0,18.0,1.0,0.0,10.0,21
2016,18,americas,hamilton,British,mercedes,1,Finished,25.0,1,1,0,0,0,280.0,6.0,2.0,593.0,15.0,1.0,31
2016,18,americas,rosberg,German,mercedes,2,Finished,18.0,2,1,0,0,0,313.0,9.0,1.0,593.0,15.0,1.0,31
2016,18,americas,ricciardo,Australian,red_bull,3,Finished,15.0,3,1,0,0,0,212.0,1.0,3.0,385.0,2.0,2.0,27
2016,18,americas,vettel,German,ferrari,6,Finished,12.0,4,1,0,0,0,165.0,0.0,6.0,335.0,0.0,3.0,29
2016,18,americas,alonso,Spanish,mclaren,12,Finished,10.0,5,1,0,0,0,42.0,0.0,11.0,62.0,0.0,6.0,35
2016,18,americas,sainz,Spanish,alphatauri,10,Finished,8.0,6,1,0,0,0,30.0,0.0,12.0,47.0,0.0,7.0,22
2016,18,americas,massa,Brazilian,williams,9,Finished,6.0,7,1,0,0,0,43.0,0.0,10.0,124.0,0.0,5.0,35
2016,18,americas,perez,Mexican,aston_martin,11,Finished,4.0,8,1,0,0,0,80.0,0.0,8.0,134.0,0.0,4.0,26
2016,18,americas,button,British,mclaren,19,Finished,2.0,9,1,0,0,0,19.0,0.0,15.0,62.0,0.0,6.0,36
2016,18,americas,grosjean,French,haas,17,Finished,1.0,10,1,0,0,0,28.0,0.0,13.0,28.0,0.0,8.0,30
2016,18,americas,kvyat,Russian,alphatauri,13,Finished,0.0,11,1,0,0,0,25.0,0.0,14.0,47.0,0.0,7.0,22
2016,18,americas,kevin_magnussen,Danish,alpine,18,Finished,0.0,12,1,0,0,0,7.0,0.0,16.0,8.0,0.0,9.0,24
2016,18,americas,jolyon_palmer,British,alpine,15,Finished,0.0,13,1,0,0,0,1.0,0.0,17.0,8.0,0.0,9.0,25
2016,18,americas,ericsson,Swedish,alfa,16,Finished,0.0,14,1,0,0,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,18,americas,nasr,Brazilian,alfa,21,Finished,0.0,15,1,0,0,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,18,americas,bottas,Finnish,williams,8,Finished,0.0,16,1,0,0,0,81.0,0.0,7.0,124.0,0.0,5.0,27
2016,18,americas,wehrlein,German,manor,20,Finished,0.0,17,1,0,0,0,1.0,0.0,18.0,1.0,0.0,10.0,22
2016,18,americas,ocon,French,manor,22,Finished,0.0,18,1,0,0,0,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,18,americas,raikkonen,Finnish,ferrari,5,Mechanical Issue,0.0,19,1,0,0,0,170.0,0.0,4.0,335.0,0.0,3.0,37
2016,18,americas,max_verstappen,Dutch,red_bull,4,Mechanical Issue,0.0,20,1,0,0,0,165.0,1.0,5.0,385.0,2.0,2.0,19
2016,18,americas,gutierrez,Mexican,haas,14,Mechanical Issue,0.0,21,1,0,0,0,0.0,0.0,20.0,28.0,0.0,8.0,25
2016,18,americas,hulkenberg,German,aston_martin,7,Incident,0.0,22,1,0,0,0,54.0,0.0,9.0,134.0,0.0,4.0,29
2016,19,rodriguez,hamilton,British,mercedes,1,Finished,25.0,1,1,0,0,0,305.0,7.0,2.0,636.0,16.0,1.0,31
2016,19,rodriguez,rosberg,German,mercedes,2,Finished,18.0,2,1,0,0,0,331.0,9.0,1.0,636.0,16.0,1.0,31
2016,19,rodriguez,ricciardo,Australian,red_bull,4,Finished,15.0,3,1,0,0,0,227.0,1.0,3.0,400.0,2.0,2.0,27
2016,19,rodriguez,max_verstappen,Dutch,red_bull,3,Finished,12.0,4,1,0,0,0,165.0,1.0,6.0,400.0,2.0,2.0,19
2016,19,rodriguez,vettel,German,ferrari,7,Finished,10.0,5,1,0,0,0,177.0,0.0,4.0,347.0,0.0,3.0,29
2016,19,rodriguez,raikkonen,Finnish,ferrari,6,Finished,8.0,6,1,0,0,0,170.0,0.0,5.0,347.0,0.0,3.0,37
2016,19,rodriguez,hulkenberg,German,aston_martin,5,Finished,6.0,7,1,0,0,0,54.0,0.0,9.0,138.0,0.0,4.0,29
2016,19,rodriguez,bottas,Finnish,williams,8,Finished,4.0,8,1,0,0,0,81.0,0.0,8.0,130.0,0.0,5.0,27
2016,19,rodriguez,massa,Brazilian,williams,9,Finished,2.0,9,1,0,0,0,49.0,0.0,11.0,130.0,0.0,5.0,35
2016,19,rodriguez,perez,Mexican,aston_martin,12,Finished,1.0,10,1,0,0,0,84.0,0.0,7.0,138.0,0.0,4.0,26
2016,19,rodriguez,ericsson,Swedish,alfa,15,Finished,0.0,11,1,0,0,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,19,rodriguez,button,British,mclaren,13,Finished,0.0,12,1,0,0,0,21.0,0.0,15.0,74.0,0.0,6.0,36
2016,19,rodriguez,alonso,Spanish,mclaren,11,Finished,0.0,13,1,0,0,0,52.0,0.0,10.0,74.0,0.0,6.0,35
2016,19,rodriguez,jolyon_palmer,British,alpine,21,Finished,0.0,14,1,0,0,0,1.0,0.0,17.0,8.0,0.0,9.0,25
2016,19,rodriguez,nasr,Brazilian,alfa,19,Finished,0.0,15,1,0,0,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,19,rodriguez,sainz,Spanish,alphatauri,10,Finished,0.0,16,1,0,0,0,38.0,0.0,12.0,55.0,0.0,7.0,22
2016,19,rodriguez,kevin_magnussen,Danish,alpine,14,Finished,0.0,17,1,0,0,0,7.0,0.0,16.0,8.0,0.0,9.0,24
2016,19,rodriguez,kvyat,Russian,alphatauri,18,Finished,0.0,18,1,0,0,0,25.0,0.0,14.0,55.0,0.0,7.0,22
2016,19,rodriguez,gutierrez,Mexican,haas,17,Finished,0.0,19,1,0,0,0,0.0,0.0,20.0,29.0,0.0,8.0,25
2016,19,rodriguez,grosjean,French,haas,22,Finished,0.0,20,1,0,0,0,29.0,0.0,13.0,29.0,0.0,8.0,30
2016,19,rodriguez,ocon,French,manor,20,Finished,0.0,21,1,0,0,0,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,19,rodriguez,wehrlein,German,manor,16,Incident,0.0,22,1,0,0,0,1.0,0.0,18.0,1.0,0.0,10.0,22
2016,20,interlagos,hamilton,British,mercedes,1,Finished,25.0,1,0,0,1,0,330.0,8.0,2.0,679.0,17.0,1.0,31
2016,20,interlagos,rosberg,German,mercedes,2,Finished,18.0,2,0,0,1,0,349.0,9.0,1.0,679.0,17.0,1.0,31
2016,20,interlagos,max_verstappen,Dutch,red_bull,4,Finished,15.0,3,0,0,1,0,177.0,1.0,6.0,427.0,2.0,2.0,19
2016,20,interlagos,perez,Mexican,aston_martin,9,Finished,12.0,4,0,0,1,0,85.0,0.0,7.0,145.0,0.0,4.0,26
2016,20,interlagos,vettel,German,ferrari,5,Finished,10.0,5,0,0,1,0,187.0,0.0,4.0,365.0,0.0,3.0,29
2016,20,interlagos,sainz,Spanish,alphatauri,15,Finished,8.0,6,0,0,1,0,38.0,0.0,12.0,55.0,0.0,7.0,22
2016,20,interlagos,hulkenberg,German,aston_martin,8,Finished,6.0,7,0,0,1,0,60.0,0.0,9.0,145.0,0.0,4.0,29
2016,20,interlagos,ricciardo,Australian,red_bull,6,Finished,4.0,8,0,0,1,0,242.0,1.0,3.0,427.0,2.0,2.0,27
2016,20,interlagos,nasr,Brazilian,alfa,21,Finished,2.0,9,0,0,1,0,0.0,0.0,22.0,0.0,0.0,11.0,24
2016,20,interlagos,alonso,Spanish,mclaren,10,Finished,1.0,10,0,0,1,0,52.0,0.0,10.0,74.0,0.0,6.0,35
2016,20,interlagos,bottas,Finnish,williams,11,Finished,0.0,11,0,0,1,0,85.0,0.0,8.0,136.0,0.0,5.0,27
2016,20,interlagos,ocon,French,manor,22,Finished,0.0,12,0,0,1,0,0.0,0.0,24.0,1.0,0.0,10.0,20
2016,20,interlagos,kvyat,Russian,alphatauri,14,Finished,0.0,13,0,0,1,0,25.0,0.0,14.0,55.0,0.0,7.0,22
2016,20,interlagos,kevin_magnussen,Danish,alpine,18,Finished,0.0,14,0,0,1,0,7.0,0.0,16.0,8.0,0.0,9.0,24
2016,20,interlagos,wehrlein,German,manor,19,Finished,0.0,15,0,0,1,0,1.0,0.0,18.0,1.0,0.0,10.0,22
2016,20,interlagos,button,British,mclaren,17,Finished,0.0,16,0,0,1,0,21.0,0.0,15.0,74.0,0.0,6.0,36
2016,20,interlagos,gutierrez,Mexican,haas,12,Mechanical Issue,0.0,17,0,0,1,0,0.0,0.0,20.0,29.0,0.0,8.0,25
2016,20,interlagos,massa,Brazilian,williams,13,Incident,0.0,18,0,0,1,0,51.0,0.0,11.0,136.0,0.0,5.0,35
2016,20,interlagos,jolyon_palmer,British,alpine,16,Incident,0.0,19,0,0,1,0,1.0,0.0,17.0,8.0,0.0,9.0,25
2016,20,interlagos,raikkonen,Finnish,ferrari,3,Incident,0.0,20,0,0,1,0,178.0,0.0,5.0,365.0,0.0,3.0,37
2016,20,interlagos,ericsson,Swedish,alfa,20,Incident,0.0,21,0,0,1,0,0.0,0.0,21.0,0.0,0.0,11.0,26
2016,20,interlagos,grosjean,French,haas,7,Incident,0.0,22,0,0,1,0,29.0,0.0,13.0,29.0,0.0,8.0,30
2016,21,yas_marina,hamilton,British,mercedes,1,Finished,25.0,1,1,0,0,0,355.0,9.0,2.0,722.0,18.0,1.0,31
2016,21,yas_marina,rosberg,German,mercedes,2,Finished,18.0,2,1,0,0,0,367.0,9.0,1.0,722.0,18.0,1.0,31
2016,21,yas_marina,vettel,German,ferrari,5,Finished,15.0,3,1,0,0,0,197.0,0.0,4.0,375.0,0.0,3.0,29
2016,21,yas_marina,max_verstappen,Dutch,red_bull,6,Finished,12.0,4,1,0,0,0,192.0,1.0,5.0,446.0,2.0,2.0,19
2016,21,yas_marina,ricciardo,Australian,red_bull,3,Finished,10.0,5,1,0,0,0,246.0,1.0,3.0,446.0,2.0,2.0,27
2016,21,yas_marina,raikkonen,Finnish,ferrari,4,Finished,8.0,6,1,0,0,0,178.0,0.0,6.0,375.0,0.0,3.0,37
2016,21,yas_marina,hulkenberg,German,aston_martin,7,Finished,6.0,7,1,0,0,0,66.0,0.0,9.0,163.0,0.0,4.0,29
2016,21,yas_marina,perez,Mexican,aston_martin,8,Finished,4.0,8,1,0,0,0,97.0,0.0,7.0,163.0,0.0,4.0,26
2016,21,yas_marina,massa,Brazilian,williams,10,Finished,2.0,9,1,0,0,0,51.0,0.0,11.0,136.0,0.0,5.0,35
2016,21,yas_marina,alonso,Spanish,mclaren,9,Finished,1.0,10,1,0,0,0,53.0,0.0,10.0,75.0,0.0,6.0,35
2016,21,yas_marina,grosjean,French,haas,14,Finished,0.0,11,1,0,0,0,29.0,0.0,13.0,29.0,0.0,8.0,30
2016,21,yas_marina,gutierrez,Mexican,haas,13,Finished,0.0,12,1,0,0,0,0.0,0.0,21.0,29.0,0.0,8.0,25
2016,21,yas_marina,ocon,French,manor,20,Finished,0.0,13,1,0,0,0,0.0,0.0,23.0,1.0,0.0,11.0,20
2016,21,yas_marina,wehrlein,German,manor,16,Finished,0.0,14,1,0,0,0,1.0,0.0,19.0,1.0,0.0,11.0,22
2016,21,yas_marina,ericsson,Swedish,alfa,22,Finished,0.0,15,1,0,0,0,0.0,0.0,22.0,2.0,0.0,10.0,26
2016,21,yas_marina,nasr,Brazilian,alfa,19,Finished,0.0,16,1,0,0,0,2.0,0.0,17.0,2.0,0.0,10.0,24
2016,21,yas_marina,jolyon_palmer,British,alpine,15,Finished,0.0,17,1,0,0,0,1.0,0.0,18.0,8.0,0.0,9.0,25
2016,21,yas_marina,sainz,Spanish,alphatauri,21,Incident,0.0,18,1,0,0,0,46.0,0.0,12.0,63.0,0.0,7.0,22
2016,21,yas_marina,kvyat,Russian,alphatauri,17,Mechanical Issue,0.0,19,1,0,0,0,25.0,0.0,14.0,63.0,0.0,7.0,22
2016,21,yas_marina,button,British,mclaren,12,Mechanical Issue,0.0,20,1,0,0,0,21.0,0.0,15.0,75.0,0.0,6.0,36
2016,21,yas_marina,bottas,Finnish,williams,11,Mechanical Issue,0.0,21,1,0,0,0,85.0,0.0,8.0,136.0,0.0,5.0,27
2016,21,yas_marina,kevin_magnussen,Danish,alpine,18,Mechanical Issue,0.0,22,1,0,0,0,7.0,0.0,16.0,8.0,0.0,9.0,24
2017,1,albert_park,vettel,German,ferrari,2,Finished,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,29
2017,1,albert_park,hamilton,British,mercedes,1,Finished,18.0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,32
2017,1,albert_park,bottas,Finnish,mercedes,3,Finished,15.0,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,27
2017,1,albert_park,raikkonen,Finnish,ferrari,4,Finished,12.0,4,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,37
2017,1,albert_park,max_verstappen,Dutch,red_bull,5,Finished,10.0,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,19
2017,1,albert_park,massa,Brazilian,williams,7,Finished,8.0,6,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,35
2017,1,albert_park,perez,Mexican,aston_martin,10,Finished,6.0,7,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,27
2017,1,albert_park,sainz,Spanish,alphatauri,8,Finished,4.0,8,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,22
2017,1,albert_park,kvyat,Russian,alphatauri,9,Finished,2.0,9,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,22
2017,1,albert_park,ocon,French,aston_martin,13,Finished,1.0,10,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,20
2017,1,albert_park,hulkenberg,German,alpine,11,Finished,0.0,11,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,29
2017,1,albert_park,giovinazzi,Italian,alfa,16,Finished,0.0,12,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,23
2017,1,albert_park,vandoorne,Belgian,mclaren,18,Finished,0.0,13,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,25
2017,1,albert_park,alonso,Spanish,mclaren,12,Mechanical Issue,0.0,14,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,35
2017,1,albert_park,kevin_magnussen,Danish,haas,17,Mechanical Issue,0.0,15,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,24
2017,1,albert_park,stroll,Canadian,williams,20,Mechanical Issue,0.0,16,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,18
2017,1,albert_park,ricciardo,Australian,red_bull,0,Mechanical Issue,0.0,17,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,27
2017,1,albert_park,ericsson,Swedish,alfa,14,Mechanical Issue,0.0,18,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,26
2017,1,albert_park,jolyon_palmer,British,alpine,19,Mechanical Issue,0.0,19,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,26
2017,1,albert_park,grosjean,French,haas,6,Mechanical Issue,0.0,20,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,30
2017,2,shanghai,hamilton,British,mercedes,1,Finished,25.0,1,0,0,1,0,18.0,0.0,2.0,33.0,0.0,2.0,32
2017,2,shanghai,vettel,German,ferrari,2,Finished,18.0,2,0,0,1,0,25.0,1.0,1.0,37.0,1.0,1.0,29
2017,2,shanghai,max_verstappen,Dutch,red_bull,16,Finished,15.0,3,0,0,1,0,10.0,0.0,5.0,10.0,0.0,3.0,19
2017,2,shanghai,ricciardo,Australian,red_bull,5,Finished,12.0,4,0,0,1,0,0.0,0.0,17.0,10.0,0.0,3.0,27
2017,2,shanghai,raikkonen,Finnish,ferrari,4,Finished,10.0,5,0,0,1,0,12.0,0.0,4.0,37.0,1.0,1.0,37
2017,2,shanghai,bottas,Finnish,mercedes,3,Finished,8.0,6,0,0,1,0,15.0,0.0,3.0,33.0,0.0,2.0,27
2017,2,shanghai,sainz,Spanish,alphatauri,11,Finished,6.0,7,0,0,1,0,4.0,0.0,8.0,6.0,0.0,6.0,22
2017,2,shanghai,kevin_magnussen,Danish,haas,12,Finished,4.0,8,0,0,1,0,0.0,0.0,15.0,0.0,0.0,10.0,24
