,Unnamed: 0,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
0,21680,2014,1,albert_park,rosberg,1985-06-27,German,mercedes,3,5578710.0,Finished,25.0,1
1,21681,2014,1,albert_park,kevin_magnussen,1992-10-05,Danish,mclaren,4,5605487.0,Finished,18.0,2
2,21682,2014,1,albert_park,button,1980-01-19,British,mclaren,10,5608737.0,Finished,15.0,3
3,21683,2014,1,albert_park,alonso,1981-07-29,Spanish,ferrari,5,5613994.0,Finished,12.0,4
4,21684,2014,1,albert_park,bottas,1989-08-28,Finnish,williams,15,5626349.0,Finished,10.0,5
5,21685,2014,1,albert_park,hulkenberg,1987-08-19,German,force_india,7,5629428.0,Finished,8.0,6
6,21686,2014,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,11,5636385.0,Finished,6.0,7
7,21687,2014,1,albert_park,vergne,1990-04-25,French,toro_rosso,6,5639151.0,Finished,4.0,8
8,21688,2014,1,albert_park,kvyat,1994-04-26,Russian,toro_rosso,8,5642295.0,Finished,2.0,9
9,21689,2014,1,albert_park,perez,1990-01-26,Mexican,force_india,16,5664626.0,Finished,1.0,10
10,21690,2014,1,albert_park,sutil,1983-01-11,German,sauber,13,,+1 Lap,0.0,11
11,21691,2014,1,albert_park,gutierrez,1991-08-05,Mexican,sauber,20,,+1 Lap,0.0,12
12,21692,2014,1,albert_park,chilton,1991-04-21,British,marussia,17,,+2 Laps,0.0,13
13,21693,2014,1,albert_park,jules_bianchi,1989-08-03,French,marussia,18,,+8 Laps,0.0,14
14,21694,2014,1,albert_park,grosjean,1986-04-17,French,lotus_f1,22,,ERS,0.0,15
15,21695,2014,1,albert_park,maldonado,1985-03-09,Venezuelan,lotus_f1,21,,ERS,0.0,16
16,21696,2014,1,albert_park,ericsson,1990-09-02,Swedish,caterham,19,,Oil pressure,0.0,17
17,21697,2014,1,albert_park,vettel,1987-07-03,German,red_bull,12,,Engine,0.0,18
18,21698,2014,1,albert_park,hamilton,1985-01-07,British,mercedes,1,,Engine,0.0,19
19,21699,2014,1,albert_park,massa,1981-04-25,Brazilian,williams,9,,Collision,0.0,20
20,21700,2014,1,albert_park,kobayashi,1986-09-13,Japanese,caterham,14,,Collision,0.0,21
21,21701,2014,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,2,5603235.0,Disqualified,0.0,22
22,21702,2014,2,sepang,hamilton,1985-01-07,British,mercedes,1,6025974.0,Finished,25.0,1
23,21703,2014,2,sepang,rosberg,1985-06-27,German,mercedes,3,6043287.0,Finished,18.0,2
24,21704,2014,2,sepang,vettel,1987-07-03,German,red_bull,2,6050508.0,Finished,15.0,3
25,21705,2014,2,sepang,alonso,1981-07-29,Spanish,ferrari,4,6061966.0,Finished,12.0,4
26,21706,2014,2,sepang,hulkenberg,1987-08-19,German,force_india,7,6073173.0,Finished,10.0,5
27,21707,2014,2,sepang,button,1980-01-19,British,mclaren,10,6109665.0,Finished,8.0,6
28,21708,2014,2,sepang,massa,1981-04-25,Brazilian,williams,13,6111050.0,Finished,6.0,7
29,21709,2014,2,sepang,bottas,1989-08-28,Finnish,williams,18,6111511.0,Finished,4.0,8
30,21710,2014,2,sepang,kevin_magnussen,1992-10-05,Danish,mclaren,8,,+1 Lap,2.0,9
31,21711,2014,2,sepang,kvyat,1994-04-26,Russian,toro_rosso,11,,+1 Lap,1.0,10
32,21712,2014,2,sepang,grosjean,1986-04-17,French,lotus_f1,15,,+1 Lap,0.0,11
33,21713,2014,2,sepang,raikkonen,1979-10-17,Finnish,ferrari,6,,+1 Lap,0.0,12
34,21714,2014,2,sepang,kobayashi,1986-09-13,Japanese,caterham,20,,+1 Lap,0.0,13
35,21715,2014,2,sepang,ericsson,1990-09-02,Swedish,caterham,22,,+2 Laps,0.0,14
36,21716,2014,2,sepang,chilton,1991-04-21,British,marussia,21,,+2 Laps,0.0,15
37,21717,2014,2,sepang,ricciardo,1989-07-01,Australian,red_bull,5,,Technical,0.0,16
38,21718,2014,2,sepang,gutierrez,1991-08-05,Mexican,sauber,12,,Gearbox,0.0,17
39,21719,2014,2,sepang,sutil,1983-01-11,German,sauber,17,,Electrical,0.0,18
40,21720,2014,2,sepang,vergne,1990-04-25,French,toro_rosso,9,,Power Unit,0.0,19
41,21721,2014,2,sepang,jules_bianchi,1989-08-03,French,marussia,19,,Brakes,0.0,20
42,21722,2014,2,sepang,maldonado,1985-03-09,Venezuelan,lotus_f1,16,,Engine,0.0,21
43,21723,2014,2,sepang,perez,1990-01-26,Mexican,force_india,14,,Withdrew,0.0,22
44,21724,2014,3,bahrain,hamilton,1985-01-07,British,mercedes,2,5982743.0,Finished,25.0,1
45,21725,2014,3,bahrain,rosberg,1985-06-27,German,mercedes,1,5983828.0,Finished,18.0,2
46,21726,2014,3,bahrain,perez,1990-01-26,Mexican,force_india,4,6006810.0,Finished,15.0,3
47,21727,2014,3,bahrain,ricciardo,1989-07-01,Australian,red_bull,13,6007232.0,Finished,12.0,4
48,21728,2014,3,bahrain,hulkenberg,1987-08-19,German,force_india,11,6011397.0,Finished,10.0,5
49,21729,2014,3,bahrain,vettel,1987-07-03,German,red_bull,10,6012622.0,Finished,8.0,6
50,21730,2014,3,bahrain,massa,1981-04-25,Brazilian,williams,7,6014008.0,Finished,6.0,7
51,21731,2014,3,bahrain,bottas,1989-08-28,Finnish,williams,3,6014619.0,Finished,4.0,8
52,21732,2014,3,bahrain,alonso,1981-07-29,Spanish,ferrari,9,6015338.0,Finished,2.0,9
53,21733,2014,3,bahrain,raikkonen,1979-10-17,Finnish,ferrari,5,6016205.0,Finished,1.0,10
54,21734,2014,3,bahrain,kvyat,1994-04-26,Russian,toro_rosso,12,6024085.0,Finished,0.0,11
55,21735,2014,3,bahrain,grosjean,1986-04-17,French,lotus_f1,16,6025886.0,Finished,0.0,12
56,21736,2014,3,bahrain,chilton,1991-04-21,British,marussia,21,6042652.0,Finished,0.0,13
57,21737,2014,3,bahrain,maldonado,1985-03-09,Venezuelan,lotus_f1,17,6045546.0,Finished,0.0,14
58,21738,2014,3,bahrain,kobayashi,1986-09-13,Japanese,caterham,18,6070643.0,Finished,0.0,15
59,21739,2014,3,bahrain,jules_bianchi,1989-08-03,French,marussia,19,,+1 Lap,0.0,16
60,21740,2014,3,bahrain,button,1980-01-19,British,mclaren,6,,Clutch,0.0,17
61,21741,2014,3,bahrain,kevin_magnussen,1992-10-05,Danish,mclaren,8,,Clutch,0.0,18
62,21742,2014,3,bahrain,gutierrez,1991-08-05,Mexican,sauber,15,,Collision,0.0,19
63,21743,2014,3,bahrain,ericsson,1990-09-02,Swedish,caterham,20,,Retired,0.0,20
64,21744,2014,3,bahrain,vergne,1990-04-25,French,toro_rosso,14,,Retired,0.0,21
65,21745,2014,3,bahrain,sutil,1983-01-11,German,sauber,22,,Collision,0.0,22
66,21746,2014,4,shanghai,hamilton,1985-01-07,British,mercedes,1,5608338.0,Finished,25.0,1
67,21747,2014,4,shanghai,rosberg,1985-06-27,German,mercedes,4,5626400.0,Finished,18.0,2
68,21748,2014,4,shanghai,alonso,1981-07-29,Spanish,ferrari,5,5631942.0,Finished,15.0,3
69,21749,2014,4,shanghai,ricciardo,1989-07-01,Australian,red_bull,2,5635474.0,Finished,12.0,4
70,21750,2014,4,shanghai,vettel,1987-07-03,German,red_bull,3,5656116.0,Finished,10.0,5
71,21751,2014,4,shanghai,hulkenberg,1987-08-19,German,force_india,8,5662633.0,Finished,8.0,6
72,21752,2014,4,shanghai,bottas,1989-08-28,Finnish,williams,7,5664035.0,Finished,6.0,7
73,21753,2014,4,shanghai,raikkonen,1979-10-17,Finnish,ferrari,11,5684673.0,Finished,4.0,8
74,21754,2014,4,shanghai,perez,1990-01-26,Mexican,force_india,16,5690985.0,Finished,2.0,9
75,21755,2014,4,shanghai,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,1.0,10
76,21756,2014,4,shanghai,button,1980-01-19,British,mclaren,12,,+1 Lap,0.0,11
77,21757,2014,4,shanghai,vergne,1990-04-25,French,toro_rosso,9,,+1 Lap,0.0,12
78,21758,2014,4,shanghai,kevin_magnussen,1992-10-05,Danish,mclaren,15,,+1 Lap,0.0,13
79,21759,2014,4,shanghai,maldonado,1985-03-09,Venezuelan,lotus_f1,22,,+1 Lap,0.0,14
80,21760,2014,4,shanghai,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,0.0,15
81,21761,2014,4,shanghai,gutierrez,1991-08-05,Mexican,sauber,17,,+1 Lap,0.0,16
82,21762,2014,4,shanghai,jules_bianchi,1989-08-03,French,marussia,19,,+1 Lap,0.0,17
83,21763,2014,4,shanghai,kobayashi,1986-09-13,Japanese,caterham,18,,+1 Lap,0.0,18
84,21764,2014,4,shanghai,chilton,1991-04-21,British,marussia,21,,+2 Laps,0.0,19
85,21765,2014,4,shanghai,ericsson,1990-09-02,Swedish,caterham,20,,+2 Laps,0.0,20
86,21766,2014,4,shanghai,grosjean,1986-04-17,French,lotus_f1,10,,Gearbox,0.0,21
87,21767,2014,4,shanghai,sutil,1983-01-11,German,sauber,14,,Engine,0.0,22
88,21768,2014,5,catalunya,hamilton,1985-01-07,British,mercedes,1,6065155.0,Finished,25.0,1
89,21769,2014,5,catalunya,rosberg,1985-06-27,German,mercedes,2,6065791.0,Finished,18.0,2
90,21770,2014,5,catalunya,ricciardo,1989-07-01,Australian,red_bull,3,6114169.0,Finished,15.0,3
91,21771,2014,5,catalunya,vettel,1987-07-03,German,red_bull,15,6141857.0,Finished,12.0,4
92,21772,2014,5,catalunya,bottas,1989-08-28,Finnish,williams,4,6144448.0,Finished,10.0,5
93,21773,2014,5,catalunya,alonso,1981-07-29,Spanish,ferrari,7,6152898.0,Finished,8.0,6
94,21774,2014,5,catalunya,raikkonen,1979-10-17,Finnish,ferrari,6,,+1 Lap,6.0,7
95,21775,2014,5,catalunya,grosjean,1986-04-17,French,lotus_f1,5,,+1 Lap,4.0,8
96,21776,2014,5,catalunya,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,2.0,9
97,21777,2014,5,catalunya,hulkenberg,1987-08-19,German,force_india,10,,+1 Lap,1.0,10
98,21778,2014,5,catalunya,button,1980-01-19,British,mclaren,8,,+1 Lap,0.0,11
99,21779,2014,5,catalunya,kevin_magnussen,1992-10-05,Danish,mclaren,14,,+1 Lap,0.0,12
100,21780,2014,5,catalunya,massa,1981-04-25,Brazilian,williams,9,,+1 Lap,0.0,13
101,21781,2014,5,catalunya,kvyat,1994-04-26,Russian,toro_rosso,12,,+1 Lap,0.0,14
102,21782,2014,5,catalunya,maldonado,1985-03-09,Venezuelan,lotus_f1,22,,+1 Lap,0.0,15
103,21783,2014,5,catalunya,gutierrez,1991-08-05,Mexican,sauber,13,,+1 Lap,0.0,16
104,21784,2014,5,catalunya,sutil,1983-01-11,German,sauber,16,,+1 Lap,0.0,17
105,21785,2014,5,catalunya,jules_bianchi,1989-08-03,French,marussia,18,,+2 Laps,0.0,18
106,21786,2014,5,catalunya,chilton,1991-04-21,British,marussia,17,,+2 Laps,0.0,19
107,21787,2014,5,catalunya,ericsson,1990-09-02,Swedish,caterham,19,,+2 Laps,0.0,20
108,21788,2014,5,catalunya,kobayashi,1986-09-13,Japanese,caterham,20,,Brakes,0.0,21
109,21789,2014,5,catalunya,vergne,1990-04-25,French,toro_rosso,21,,Exhaust,0.0,22
110,21790,2014,6,monaco,rosberg,1985-06-27,German,mercedes,1,6567661.0,Finished,25.0,1
111,21791,2014,6,monaco,hamilton,1985-01-07,British,mercedes,2,6576871.0,Finished,18.0,2
112,21792,2014,6,monaco,ricciardo,1989-07-01,Australian,red_bull,3,6577275.0,Finished,15.0,3
113,21793,2014,6,monaco,alonso,1981-07-29,Spanish,ferrari,5,6600113.0,Finished,12.0,4
114,21794,2014,6,monaco,hulkenberg,1987-08-19,German,force_india,11,,+1 Lap,10.0,5
115,21795,2014,6,monaco,button,1980-01-19,British,mclaren,12,,+1 Lap,8.0,6
116,21796,2014,6,monaco,massa,1981-04-25,Brazilian,williams,16,,+1 Lap,6.0,7
117,21797,2014,6,monaco,grosjean,1986-04-17,French,lotus_f1,14,,+1 Lap,4.0,8
118,21798,2014,6,monaco,jules_bianchi,1989-08-03,French,marussia,21,,+1 Lap,2.0,9
119,21799,2014,6,monaco,kevin_magnussen,1992-10-05,Danish,mclaren,8,,+1 Lap,1.0,10
120,21800,2014,6,monaco,ericsson,1990-09-02,Swedish,caterham,22,,+1 Lap,0.0,11
121,21801,2014,6,monaco,raikkonen,1979-10-17,Finnish,ferrari,6,,+1 Lap,0.0,12
122,21802,2014,6,monaco,kobayashi,1986-09-13,Japanese,caterham,20,,+2 Laps,0.0,13
123,21803,2014,6,monaco,chilton,1991-04-21,British,marussia,19,,+3 Laps,0.0,14
124,21804,2014,6,monaco,gutierrez,1991-08-05,Mexican,sauber,17,,Accident,0.0,15
125,21805,2014,6,monaco,bottas,1989-08-28,Finnish,williams,13,,Engine,0.0,16
126,21806,2014,6,monaco,vergne,1990-04-25,French,toro_rosso,7,,Engine,0.0,17
127,21807,2014,6,monaco,sutil,1983-01-11,German,sauber,18,,Accident,0.0,18
128,21808,2014,6,monaco,kvyat,1994-04-26,Russian,toro_rosso,9,,Mechanical,0.0,19
129,21809,2014,6,monaco,vettel,1987-07-03,German,red_bull,4,,Turbo,0.0,20
130,21810,2014,6,monaco,perez,1990-01-26,Mexican,force_india,10,,Collision,0.0,21
131,21811,2014,6,monaco,maldonado,1985-03-09,Venezuelan,lotus_f1,15,,Withdrew,0.0,22
132,21812,2014,7,villeneuve,ricciardo,1989-07-01,Australian,red_bull,6,5952830.0,Finished,25.0,1
133,21813,2014,7,villeneuve,rosberg,1985-06-27,German,mercedes,1,5957066.0,Finished,18.0,2
134,21814,2014,7,villeneuve,vettel,1987-07-03,German,red_bull,3,5958077.0,Finished,15.0,3
135,21815,2014,7,villeneuve,button,1980-01-19,British,mclaren,9,5964585.0,Finished,12.0,4
136,21816,2014,7,villeneuve,hulkenberg,1987-08-19,German,force_india,11,5965673.0,Finished,10.0,5
137,21817,2014,7,villeneuve,alonso,1981-07-29,Spanish,ferrari,7,5967699.0,Finished,8.0,6
138,21818,2014,7,villeneuve,bottas,1989-08-28,Finnish,williams,4,5976408.0,Finished,6.0,7
139,21819,2014,7,villeneuve,vergne,1990-04-25,French,toro_rosso,8,5980856.0,Finished,4.0,8
140,21820,2014,7,villeneuve,kevin_magnussen,1992-10-05,Danish,mclaren,12,5982084.0,Finished,2.0,9
141,21821,2014,7,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,10,6006508.0,Finished,1.0,10
142,21822,2014,7,villeneuve,perez,1990-01-26,Mexican,force_india,13,,Collision,0.0,11
143,21823,2014,7,villeneuve,massa,1981-04-25,Brazilian,williams,5,,Collision,0.0,12
144,21824,2014,7,villeneuve,sutil,1983-01-11,German,sauber,16,,+1 Lap,0.0,13
145,21825,2014,7,villeneuve,gutierrez,1991-08-05,Mexican,sauber,22,,ERS,0.0,14
146,21826,2014,7,villeneuve,grosjean,1986-04-17,French,lotus_f1,14,,Rear wing,0.0,15
147,21827,2014,7,villeneuve,kvyat,1994-04-26,Russian,toro_rosso,15,,Drivetrain,0.0,16
148,21828,2014,7,villeneuve,hamilton,1985-01-07,British,mercedes,2,,Brakes,0.0,17
149,21829,2014,7,villeneuve,kobayashi,1986-09-13,Japanese,caterham,21,,Suspension,0.0,18
150,21830,2014,7,villeneuve,maldonado,1985-03-09,Venezuelan,lotus_f1,17,,Power Unit,0.0,19
151,21831,2014,7,villeneuve,ericsson,1990-09-02,Swedish,caterham,20,,Turbo,0.0,20
152,21832,2014,7,villeneuve,chilton,1991-04-21,British,marussia,18,,Collision,0.0,21
153,21833,2014,7,villeneuve,jules_bianchi,1989-08-03,French,marussia,19,,Collision,0.0,22
154,21834,2014,8,red_bull_ring,rosberg,1985-06-27,German,mercedes,3,5274976.0,Finished,25.0,1
155,21835,2014,8,red_bull_ring,hamilton,1985-01-07,British,mercedes,9,5276908.0,Finished,18.0,2
156,21836,2014,8,red_bull_ring,bottas,1989-08-28,Finnish,williams,2,5283148.0,Finished,15.0,3
157,21837,2014,8,red_bull_ring,massa,1981-04-25,Brazilian,williams,1,5292334.0,Finished,12.0,4
158,21838,2014,8,red_bull_ring,alonso,1981-07-29,Spanish,ferrari,4,5293529.0,Finished,10.0,5
159,21839,2014,8,red_bull_ring,perez,1990-01-26,Mexican,force_india,15,5303522.0,Finished,8.0,6
160,21840,2014,8,red_bull_ring,kevin_magnussen,1992-10-05,Danish,mclaren,6,5307007.0,Finished,6.0,7
161,21841,2014,8,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,5,5318498.0,Finished,4.0,8
162,21842,2014,8,red_bull_ring,hulkenberg,1987-08-19,German,force_india,10,5319113.0,Finished,2.0,9
163,21843,2014,8,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,8,5322753.0,Finished,1.0,10
164,21844,2014,8,red_bull_ring,button,1980-01-19,British,mclaren,11,5325942.0,Finished,0.0,11
165,21845,2014,8,red_bull_ring,maldonado,1985-03-09,Venezuelan,lotus_f1,13,,+1 Lap,0.0,12
166,21846,2014,8,red_bull_ring,sutil,1983-01-11,German,sauber,16,,+1 Lap,0.0,13
167,21847,2014,8,red_bull_ring,grosjean,1986-04-17,French,lotus_f1,22,,+1 Lap,0.0,14
168,21848,2014,8,red_bull_ring,jules_bianchi,1989-08-03,French,marussia,18,,+2 Laps,0.0,15
169,21849,2014,8,red_bull_ring,kobayashi,1986-09-13,Japanese,caterham,19,,+2 Laps,0.0,16
170,21850,2014,8,red_bull_ring,chilton,1991-04-21,British,marussia,21,,+2 Laps,0.0,17
171,21851,2014,8,red_bull_ring,ericsson,1990-09-02,Swedish,caterham,20,,+2 Laps,0.0,18
172,21852,2014,8,red_bull_ring,gutierrez,1991-08-05,Mexican,sauber,17,,+2 Laps,0.0,19
173,21853,2014,8,red_bull_ring,vergne,1990-04-25,French,toro_rosso,14,,Brakes,0.0,20
174,21854,2014,8,red_bull_ring,vettel,1987-07-03,German,red_bull,12,,Electrical,0.0,21
175,21855,2014,8,red_bull_ring,kvyat,1994-04-26,Russian,toro_rosso,7,,Suspension,0.0,22
176,21856,2014,9,silverstone,hamilton,1985-01-07,British,mercedes,6,8812094.0,Finished,25.0,1
177,21857,2014,9,silverstone,bottas,1989-08-28,Finnish,williams,14,8842229.0,Finished,18.0,2
178,21858,2014,9,silverstone,ricciardo,1989-07-01,Australian,red_bull,8,8858589.0,Finished,15.0,3
179,21859,2014,9,silverstone,button,1980-01-19,British,mclaren,3,8859484.0,Finished,12.0,4
180,21860,2014,9,silverstone,vettel,1987-07-03,German,red_bull,2,8865958.0,Finished,10.0,5
181,21861,2014,9,silverstone,alonso,1981-07-29,Spanish,ferrari,16,8872040.0,Finished,8.0,6
182,21862,2014,9,silverstone,kevin_magnussen,1992-10-05,Danish,mclaren,5,8874657.0,Finished,6.0,7
183,21863,2014,9,silverstone,hulkenberg,1987-08-19,German,force_india,4,8900786.0,Finished,4.0,8
184,21864,2014,9,silverstone,kvyat,1994-04-26,Russian,toro_rosso,9,8901434.0,Finished,2.0,9
185,21865,2014,9,silverstone,vergne,1990-04-25,French,toro_rosso,10,,+1 Lap,1.0,10
186,21866,2014,9,silverstone,perez,1990-01-26,Mexican,force_india,7,,+1 Lap,0.0,11
187,21867,2014,9,silverstone,grosjean,1986-04-17,French,lotus_f1,11,,+1 Lap,0.0,12
188,21868,2014,9,silverstone,sutil,1983-01-11,German,sauber,13,,+1 Lap,0.0,13
189,21869,2014,9,silverstone,jules_bianchi,1989-08-03,French,marussia,12,,+1 Lap,0.0,14
190,21870,2014,9,silverstone,kobayashi,1986-09-13,Japanese,caterham,22,,+2 Laps,0.0,15
191,21871,2014,9,silverstone,chilton,1991-04-21,British,marussia,17,,+2 Laps,0.0,16
192,21872,2014,9,silverstone,maldonado,1985-03-09,Venezuelan,lotus_f1,20,,+3 Laps,0.0,17
193,21873,2014,9,silverstone,rosberg,1985-06-27,German,mercedes,1,,Gearbox,0.0,18
194,21874,2014,9,silverstone,ericsson,1990-09-02,Swedish,caterham,21,,Suspension,0.0,19
195,21875,2014,9,silverstone,gutierrez,1991-08-05,Mexican,sauber,19,,Collision,0.0,20
196,21876,2014,9,silverstone,massa,1981-04-25,Brazilian,williams,15,,Collision,0.0,21
197,21877,2014,9,silverstone,raikkonen,1979-10-17,Finnish,ferrari,18,,Collision,0.0,22
198,21878,2014,10,hockenheimring,rosberg,1985-06-27,German,mercedes,1,5622914.0,Finished,25.0,1
199,21879,2014,10,hockenheimring,bottas,1989-08-28,Finnish,williams,2,5643703.0,Finished,18.0,2
200,21880,2014,10,hockenheimring,hamilton,1985-01-07,British,mercedes,20,5645444.0,Finished,15.0,3
201,21881,2014,10,hockenheimring,vettel,1987-07-03,German,red_bull,6,5666928.0,Finished,12.0,4
202,21882,2014,10,hockenheimring,alonso,1981-07-29,Spanish,ferrari,7,5675381.0,Finished,10.0,5
203,21883,2014,10,hockenheimring,ricciardo,1989-07-01,Australian,red_bull,5,5675463.0,Finished,8.0,6
204,21884,2014,10,hockenheimring,hulkenberg,1987-08-19,German,force_india,9,5687092.0,Finished,6.0,7
205,21885,2014,10,hockenheimring,button,1980-01-19,British,mclaren,11,5707625.0,Finished,4.0,8
206,21886,2014,10,hockenheimring,kevin_magnussen,1992-10-05,Danish,mclaren,4,,+1 Lap,2.0,9
207,21887,2014,10,hockenheimring,perez,1990-01-26,Mexican,force_india,10,,+1 Lap,1.0,10
208,21888,2014,10,hockenheimring,raikkonen,1979-10-17,Finnish,ferrari,12,,+1 Lap,0.0,11
209,21889,2014,10,hockenheimring,maldonado,1985-03-09,Venezuelan,lotus_f1,18,,+1 Lap,0.0,12
210,21890,2014,10,hockenheimring,vergne,1990-04-25,French,toro_rosso,13,,+1 Lap,0.0,13
211,21891,2014,10,hockenheimring,gutierrez,1991-08-05,Mexican,sauber,16,,+1 Lap,0.0,14
212,21892,2014,10,hockenheimring,jules_bianchi,1989-08-03,French,marussia,17,,+1 Lap,0.0,15
213,21893,2014,10,hockenheimring,kobayashi,1986-09-13,Japanese,caterham,19,,+2 Laps,0.0,16
214,21894,2014,10,hockenheimring,chilton,1991-04-21,British,marussia,21,,+2 Laps,0.0,17
215,21895,2014,10,hockenheimring,ericsson,1990-09-02,Swedish,caterham,22,,+2 Laps,0.0,18
216,21896,2014,10,hockenheimring,sutil,1983-01-11,German,sauber,15,,Brakes,0.0,19
217,21897,2014,10,hockenheimring,kvyat,1994-04-26,Russian,toro_rosso,8,,Oil leak,0.0,20
218,21898,2014,10,hockenheimring,grosjean,1986-04-17,French,lotus_f1,14,,Water leak,0.0,21
219,21899,2014,10,hockenheimring,massa,1981-04-25,Brazilian,williams,3,,Collision,0.0,22
220,21900,2014,11,hungaroring,ricciardo,1989-07-01,Australian,red_bull,4,6785058.0,Finished,25.0,1
221,21901,2014,11,hungaroring,alonso,1981-07-29,Spanish,ferrari,5,6790283.0,Finished,18.0,2
222,21902,2014,11,hungaroring,hamilton,1985-01-07,British,mercedes,22,6790915.0,Finished,15.0,3
223,21903,2014,11,hungaroring,rosberg,1985-06-27,German,mercedes,1,6791419.0,Finished,12.0,4
224,21904,2014,11,hungaroring,massa,1981-04-25,Brazilian,williams,6,6814899.0,Finished,10.0,5
225,21905,2014,11,hungaroring,raikkonen,1979-10-17,Finnish,ferrari,16,6816549.0,Finished,8.0,6
226,21906,2014,11,hungaroring,vettel,1987-07-03,German,red_bull,2,6826022.0,Finished,6.0,7
227,21907,2014,11,hungaroring,bottas,1989-08-28,Finnish,williams,3,6826402.0,Finished,4.0,8
228,21908,2014,11,hungaroring,vergne,1990-04-25,French,toro_rosso,8,6843585.0,Finished,2.0,9
229,21909,2014,11,hungaroring,button,1980-01-19,British,mclaren,7,6852338.0,Finished,1.0,10
230,21910,2014,11,hungaroring,sutil,1983-01-11,German,sauber,11,6853227.0,Finished,0.0,11
231,21911,2014,11,hungaroring,kevin_magnussen,1992-10-05,Danish,mclaren,21,6863523.0,Finished,0.0,12
232,21912,2014,11,hungaroring,maldonado,1985-03-09,Venezuelan,lotus_f1,20,6869082.0,Finished,0.0,13
233,21913,2014,11,hungaroring,kvyat,1994-04-26,Russian,toro_rosso,10,,+1 Lap,0.0,14
234,21914,2014,11,hungaroring,jules_bianchi,1989-08-03,French,marussia,15,,+1 Lap,0.0,15
235,21915,2014,11,hungaroring,chilton,1991-04-21,British,marussia,18,,+1 Lap,0.0,16
236,21916,2014,11,hungaroring,gutierrez,1991-08-05,Mexican,sauber,13,,Retired,0.0,17
237,21917,2014,11,hungaroring,kobayashi,1986-09-13,Japanese,caterham,17,,Retired,0.0,18
238,21918,2014,11,hungaroring,perez,1990-01-26,Mexican,force_india,12,,Accident,0.0,19
239,21919,2014,11,hungaroring,hulkenberg,1987-08-19,German,force_india,9,,Accident,0.0,20
240,21920,2014,11,hungaroring,grosjean,1986-04-17,French,lotus_f1,14,,Accident,0.0,21
241,21921,2014,11,hungaroring,ericsson,1990-09-02,Swedish,caterham,19,,Accident,0.0,22
242,21922,2014,12,spa,ricciardo,1989-07-01,Australian,red_bull,5,5076556.0,Finished,25.0,1
243,21923,2014,12,spa,rosberg,1985-06-27,German,mercedes,1,5079939.0,Finished,18.0,2
244,21924,2014,12,spa,bottas,1989-08-28,Finnish,williams,6,5104588.0,Finished,15.0,3
245,21925,2014,12,spa,raikkonen,1979-10-17,Finnish,ferrari,8,5113371.0,Finished,12.0,4
246,21926,2014,12,spa,vettel,1987-07-03,German,red_bull,3,5128752.0,Finished,10.0,5
247,21927,2014,12,spa,button,1980-01-19,British,mclaren,10,5131136.0,Finished,8.0,6
248,21928,2014,12,spa,alonso,1981-07-29,Spanish,ferrari,4,5137718.0,Finished,6.0,7
249,21929,2014,12,spa,perez,1990-01-26,Mexican,force_india,13,5140849.0,Finished,4.0,8
250,21930,2014,12,spa,kvyat,1994-04-26,Russian,toro_rosso,11,5141903.0,Finished,2.0,9
251,21931,2014,12,spa,hulkenberg,1987-08-19,German,force_india,18,5142253.0,Finished,1.0,10
252,21932,2014,12,spa,vergne,1990-04-25,French,toro_rosso,12,5148476.0,Finished,0.0,11
253,21933,2014,12,spa,kevin_magnussen,1992-10-05,Danish,mclaren,7,5150818.0,Finished,0.0,12
254,21934,2014,12,spa,massa,1981-04-25,Brazilian,williams,9,5152531.0,Finished,0.0,13
255,21935,2014,12,spa,sutil,1983-01-11,German,sauber,14,5159003.0,Finished,0.0,14
256,21936,2014,12,spa,gutierrez,1991-08-05,Mexican,sauber,20,5167381.0,Finished,0.0,15
257,21937,2014,12,spa,chilton,1991-04-21,British,marussia,19,,+1 Lap,0.0,16
258,21938,2014,12,spa,ericsson,1990-09-02,Swedish,caterham,22,,+1 Lap,0.0,17
259,21939,2014,12,spa,jules_bianchi,1989-08-03,French,marussia,16,,Gearbox,0.0,18
260,21940,2014,12,spa,hamilton,1985-01-07,British,mercedes,2,,Retired,0.0,19
261,21941,2014,12,spa,grosjean,1986-04-17,French,lotus_f1,15,,Retired,0.0,20
262,21942,2014,12,spa,maldonado,1985-03-09,Venezuelan,lotus_f1,17,,Mechanical,0.0,21
263,21943,2014,12,spa,lotterer,1981-11-19,German,caterham,21,,Power Unit,0.0,22
264,21944,2014,13,monza,hamilton,1985-01-07,British,mercedes,1,4750236.0,Finished,25.0,1
265,21945,2014,13,monza,rosberg,1985-06-27,German,mercedes,2,4753411.0,Finished,18.0,2
266,21946,2014,13,monza,massa,1981-04-25,Brazilian,williams,4,4775262.0,Finished,15.0,3
267,21947,2014,13,monza,bottas,1989-08-28,Finnish,williams,3,4791022.0,Finished,12.0,4
