,Unnamed: 0,season,round,driver,driver_points,driver_wins,driver_standings_pos
1030,24721,2016,9,vandoorne,1.0,0.0,17.0
1031,24722,2016,9,gutierrez,0.0,0.0,18.0
1032,24723,2016,9,jolyon_palmer,0.0,0.0,19.0
1033,24724,2016,9,ericsson,0.0,0.0,20.0
1034,24725,2016,9,nasr,0.0,0.0,21.0
1035,24726,2016,9,haryanto,0.0,0.0,23.0
1036,24727,2016,10,rosberg,153.0,5.0,1.0
1037,24728,2016,10,hamilton,142.0,3.0,2.0
1038,24729,2016,10,raikkonen,96.0,0.0,4.0
1039,24730,2016,10,ricciardo,88.0,0.0,5.0
1040,24731,2016,10,vettel,96.0,0.0,3.0
1041,24732,2016,10,max_verstappen,72.0,1.0,6.0
1042,24733,2016,10,bottas,54.0,0.0,7.0
1043,24734,2016,10,perez,39.0,0.0,8.0
1044,24735,2016,10,massa,38.0,0.0,9.0
1045,24736,2016,10,grosjean,28.0,0.0,10.0
1046,24737,2016,10,hulkenberg,20.0,0.0,13.0
1047,24738,2016,10,sainz,22.0,0.0,12.0
1048,24739,2016,10,kvyat,22.0,0.0,11.0
1049,24740,2016,10,alonso,18.0,0.0,14.0
1050,24741,2016,10,button,13.0,0.0,15.0
1051,24742,2016,10,kevin_magnussen,6.0,0.0,16.0
1052,24743,2016,10,wehrlein,1.0,0.0,17.0
1053,24744,2016,10,vandoorne,1.0,0.0,18.0
1054,24745,2016,10,gutierrez,0.0,0.0,19.0
1055,24746,2016,10,jolyon_palmer,0.0,0.0,20.0
1056,24747,2016,10,ericsson,0.0,0.0,21.0
1057,24748,2016,10,nasr,0.0,0.0,22.0
1058,24749,2016,10,haryanto,0.0,0.0,23.0
1059,24750,2016,11,hamilton,167.0,4.0,2.0
1060,24751,2016,11,rosberg,168.0,5.0,1.0
1061,24752,2016,11,ricciardo,100.0,0.0,4.0
1062,24753,2016,11,raikkonen,106.0,0.0,3.0
1063,24754,2016,11,vettel,98.0,0.0,5.0
1064,24755,2016,11,max_verstappen,90.0,1.0,6.0
1065,24756,2016,11,bottas,54.0,0.0,7.0
1066,24757,2016,11,perez,47.0,0.0,8.0
1067,24758,2016,11,massa,38.0,0.0,9.0
1068,24759,2016,11,sainz,26.0,0.0,12.0
1069,24760,2016,11,grosjean,28.0,0.0,10.0
1070,24761,2016,11,hulkenberg,26.0,0.0,11.0
1071,24762,2016,11,alonso,18.0,0.0,14.0
1072,24763,2016,11,kvyat,23.0,0.0,13.0
1073,24764,2016,11,button,13.0,0.0,15.0
1074,24765,2016,11,kevin_magnussen,6.0,0.0,16.0
1075,24766,2016,11,wehrlein,1.0,0.0,17.0
1076,24767,2016,11,vandoorne,1.0,0.0,18.0
1077,24768,2016,11,gutierrez,0.0,0.0,19.0
1078,24769,2016,11,jolyon_palmer,0.0,0.0,20.0
1079,24770,2016,11,ericsson,0.0,0.0,21.0
1080,24771,2016,11,nasr,0.0,0.0,22.0
1081,24772,2016,11,haryanto,0.0,0.0,23.0
1082,24773,2016,12,hamilton,192.0,5.0,1.0
1083,24774,2016,12,rosberg,186.0,5.0,2.0
1084,24775,2016,12,ricciardo,115.0,0.0,3.0
1085,24776,2016,12,raikkonen,114.0,0.0,4.0
1086,24777,2016,12,vettel,110.0,0.0,5.0
1087,24778,2016,12,max_verstappen,100.0,1.0,6.0
1088,24779,2016,12,bottas,56.0,0.0,7.0
1089,24780,2016,12,perez,47.0,0.0,8.0
1090,24781,2016,12,massa,38.0,0.0,9.0
1091,24782,2016,12,hulkenberg,27.0,0.0,12.0
1092,24783,2016,12,sainz,30.0,0.0,10.0
1093,24784,2016,12,grosjean,28.0,0.0,11.0
1094,24785,2016,12,alonso,24.0,0.0,13.0
1095,24786,2016,12,kvyat,23.0,0.0,14.0
1096,24787,2016,12,button,13.0,0.0,15.0
1097,24788,2016,12,kevin_magnussen,6.0,0.0,16.0
1098,24789,2016,12,wehrlein,1.0,0.0,17.0
1099,24790,2016,12,vandoorne,1.0,0.0,18.0
1100,24791,2016,12,gutierrez,0.0,0.0,19.0
1101,24792,2016,12,jolyon_palmer,0.0,0.0,20.0
1102,24793,2016,12,ericsson,0.0,0.0,21.0
1103,24794,2016,12,nasr,0.0,0.0,22.0
1104,24795,2016,12,haryanto,0.0,0.0,23.0
1105,24796,2016,13,hamilton,217.0,6.0,1.0
1106,24797,2016,13,rosberg,198.0,5.0,2.0
1107,24798,2016,13,ricciardo,133.0,0.0,3.0
1108,24799,2016,13,vettel,120.0,0.0,5.0
1109,24800,2016,13,raikkonen,122.0,0.0,4.0
1110,24801,2016,13,max_verstappen,115.0,1.0,6.0
1111,24802,2016,13,bottas,58.0,0.0,7.0
1112,24803,2016,13,perez,48.0,0.0,8.0
1113,24804,2016,13,hulkenberg,33.0,0.0,10.0
1114,24805,2016,13,massa,38.0,0.0,9.0
1115,24806,2016,13,alonso,24.0,0.0,13.0
1116,24807,2016,13,sainz,30.0,0.0,11.0
1117,24808,2016,13,grosjean,28.0,0.0,12.0
1118,24809,2016,13,kvyat,23.0,0.0,14.0
1119,24810,2016,13,button,17.0,0.0,15.0
1120,24811,2016,13,kevin_magnussen,6.0,0.0,16.0
1121,24812,2016,13,wehrlein,1.0,0.0,17.0
1122,24813,2016,13,vandoorne,1.0,0.0,18.0
1123,24814,2016,13,gutierrez,0.0,0.0,19.0
1124,24815,2016,13,jolyon_palmer,0.0,0.0,20.0
1125,24816,2016,13,ericsson,0.0,0.0,21.0
1126,24817,2016,13,nasr,0.0,0.0,22.0
1127,24818,2016,13,haryanto,0.0,0.0,23.0
1128,24819,2016,13,ocon,0.0,0.0,0.0
1129,24820,2016,14,hamilton,232.0,6.0,1.0
1130,24821,2016,14,rosberg,223.0,6.0,2.0
1131,24822,2016,14,ricciardo,151.0,0.0,3.0
1132,24823,2016,14,vettel,128.0,0.0,4.0
1133,24824,2016,14,raikkonen,124.0,0.0,5.0
1134,24825,2016,14,max_verstappen,115.0,1.0,6.0
1135,24826,2016,14,bottas,62.0,0.0,7.0
1136,24827,2016,14,perez,58.0,0.0,8.0
1137,24828,2016,14,hulkenberg,45.0,0.0,9.0
1138,24829,2016,14,massa,39.0,0.0,10.0
1139,24830,2016,14,alonso,30.0,0.0,11.0
1140,24831,2016,14,sainz,30.0,0.0,12.0
1141,24832,2016,14,grosjean,28.0,0.0,13.0
1142,24833,2016,14,kvyat,23.0,0.0,14.0
1143,24834,2016,14,button,17.0,0.0,15.0
1144,24835,2016,14,kevin_magnussen,6.0,0.0,16.0
1145,24836,2016,14,wehrlein,1.0,0.0,17.0
1146,24837,2016,14,vandoorne,1.0,0.0,18.0
1147,24838,2016,14,gutierrez,0.0,0.0,19.0
1148,24839,2016,14,jolyon_palmer,0.0,0.0,20.0
1149,24840,2016,14,ericsson,0.0,0.0,21.0
1150,24841,2016,14,nasr,0.0,0.0,22.0
1151,24842,2016,14,haryanto,0.0,0.0,23.0
1152,24843,2016,14,ocon,0.0,0.0,24.0
1153,24844,2016,15,rosberg,248.0,7.0,2.0
1154,24845,2016,15,hamilton,250.0,6.0,1.0
1155,24846,2016,15,ricciardo,161.0,0.0,3.0
1156,24847,2016,15,vettel,143.0,0.0,4.0
1157,24848,2016,15,raikkonen,136.0,0.0,5.0
1158,24849,2016,15,max_verstappen,121.0,1.0,6.0
1159,24850,2016,15,bottas,70.0,0.0,7.0
1160,24851,2016,15,perez,62.0,0.0,8.0
1161,24852,2016,15,hulkenberg,46.0,0.0,9.0
1162,24853,2016,15,massa,41.0,0.0,10.0
1163,24854,2016,15,alonso,30.0,0.0,11.0
1164,24855,2016,15,sainz,30.0,0.0,12.0
1165,24856,2016,15,grosjean,28.0,0.0,13.0
1166,24857,2016,15,kvyat,23.0,0.0,14.0
1167,24858,2016,15,button,17.0,0.0,15.0
1168,24859,2016,15,kevin_magnussen,6.0,0.0,16.0
1169,24860,2016,15,wehrlein,1.0,0.0,17.0
1170,24861,2016,15,vandoorne,1.0,0.0,18.0
1171,24862,2016,15,gutierrez,0.0,0.0,19.0
1172,24863,2016,15,jolyon_palmer,0.0,0.0,20.0
1173,24864,2016,15,ericsson,0.0,0.0,21.0
1174,24865,2016,15,nasr,0.0,0.0,22.0
1175,24866,2016,15,haryanto,0.0,0.0,23.0
1176,24867,2016,15,ocon,0.0,0.0,24.0
1177,24868,2016,16,rosberg,273.0,8.0,1.0
1178,24869,2016,16,hamilton,265.0,6.0,2.0
1179,24870,2016,16,ricciardo,179.0,0.0,3.0
1180,24871,2016,16,raikkonen,148.0,0.0,5.0
1181,24872,2016,16,vettel,153.0,0.0,4.0
1182,24873,2016,16,max_verstappen,129.0,1.0,6.0
1183,24874,2016,16,bottas,70.0,0.0,7.0
1184,24875,2016,16,perez,66.0,0.0,8.0
1185,24876,2016,16,hulkenberg,46.0,0.0,9.0
1186,24877,2016,16,alonso,36.0,0.0,11.0
1187,24878,2016,16,massa,41.0,0.0,10.0
1188,24879,2016,16,sainz,30.0,0.0,12.0
1189,24880,2016,16,grosjean,28.0,0.0,13.0
1190,24881,2016,16,kvyat,25.0,0.0,14.0
1191,24882,2016,16,button,17.0,0.0,15.0
1192,24883,2016,16,kevin_magnussen,7.0,0.0,16.0
1193,24884,2016,16,jolyon_palmer,0.0,0.0,20.0
1194,24885,2016,16,wehrlein,1.0,0.0,17.0
1195,24886,2016,16,vandoorne,1.0,0.0,18.0
1196,24887,2016,16,gutierrez,0.0,0.0,19.0
1197,24888,2016,16,ericsson,0.0,0.0,21.0
1198,24889,2016,16,nasr,0.0,0.0,22.0
1199,24890,2016,16,haryanto,0.0,0.0,23.0
1200,24891,2016,16,ocon,0.0,0.0,24.0
1201,24892,2016,17,rosberg,288.0,8.0,1.0
1202,24893,2016,17,hamilton,265.0,6.0,2.0
1203,24894,2016,17,ricciardo,204.0,1.0,3.0
1204,24895,2016,17,raikkonen,160.0,0.0,4.0
1205,24896,2016,17,max_verstappen,147.0,1.0,6.0
1206,24897,2016,17,vettel,153.0,0.0,5.0
1207,24898,2016,17,bottas,80.0,0.0,7.0
1208,24899,2016,17,perez,74.0,0.0,8.0
1209,24900,2016,17,hulkenberg,50.0,0.0,9.0
1210,24901,2016,17,massa,41.0,0.0,11.0
1211,24902,2016,17,alonso,42.0,0.0,10.0
1212,24903,2016,17,sainz,30.0,0.0,12.0
1213,24904,2016,17,grosjean,28.0,0.0,13.0
1214,24905,2016,17,kvyat,25.0,0.0,14.0
1215,24906,2016,17,button,19.0,0.0,15.0
1216,24907,2016,17,kevin_magnussen,7.0,0.0,16.0
1217,24908,2016,17,jolyon_palmer,1.0,0.0,17.0
1218,24909,2016,17,wehrlein,1.0,0.0,18.0
1219,24910,2016,17,vandoorne,1.0,0.0,19.0
1220,24911,2016,17,gutierrez,0.0,0.0,20.0
1221,24912,2016,17,ericsson,0.0,0.0,21.0
1222,24913,2016,17,nasr,0.0,0.0,22.0
1223,24914,2016,17,haryanto,0.0,0.0,23.0
1224,24915,2016,17,ocon,0.0,0.0,24.0
1225,24916,2016,18,rosberg,313.0,9.0,1.0
1226,24917,2016,18,hamilton,280.0,6.0,2.0
1227,24918,2016,18,ricciardo,212.0,1.0,3.0
1228,24919,2016,18,vettel,165.0,0.0,6.0
1229,24920,2016,18,raikkonen,170.0,0.0,4.0
1230,24921,2016,18,max_verstappen,165.0,1.0,5.0
1231,24922,2016,18,perez,80.0,0.0,8.0
1232,24923,2016,18,bottas,81.0,0.0,7.0
1233,24924,2016,18,hulkenberg,54.0,0.0,9.0
1234,24925,2016,18,alonso,42.0,0.0,11.0
1235,24926,2016,18,massa,43.0,0.0,10.0
1236,24927,2016,18,sainz,30.0,0.0,12.0
1237,24928,2016,18,grosjean,28.0,0.0,13.0
1238,24929,2016,18,kvyat,25.0,0.0,14.0
1239,24930,2016,18,button,19.0,0.0,15.0
1240,24931,2016,18,kevin_magnussen,7.0,0.0,16.0
1241,24932,2016,18,jolyon_palmer,1.0,0.0,17.0
1242,24933,2016,18,wehrlein,1.0,0.0,18.0
1243,24934,2016,18,vandoorne,1.0,0.0,19.0
1244,24935,2016,18,gutierrez,0.0,0.0,20.0
1245,24936,2016,18,ericsson,0.0,0.0,21.0
1246,24937,2016,18,nasr,0.0,0.0,22.0
1247,24938,2016,18,haryanto,0.0,0.0,23.0
1248,24939,2016,18,ocon,0.0,0.0,24.0
1249,24940,2016,19,rosberg,331.0,9.0,1.0
1250,24941,2016,19,hamilton,305.0,7.0,2.0
1251,24942,2016,19,ricciardo,227.0,1.0,3.0
1252,24943,2016,19,vettel,177.0,0.0,4.0
1253,24944,2016,19,raikkonen,170.0,0.0,5.0
1254,24945,2016,19,max_verstappen,165.0,1.0,6.0
1255,24946,2016,19,perez,84.0,0.0,7.0
1256,24947,2016,19,bottas,81.0,0.0,8.0
1257,24948,2016,19,hulkenberg,54.0,0.0,9.0
1258,24949,2016,19,alonso,52.0,0.0,10.0
1259,24950,2016,19,massa,49.0,0.0,11.0
1260,24951,2016,19,sainz,38.0,0.0,12.0
1261,24952,2016,19,grosjean,29.0,0.0,13.0
1262,24953,2016,19,kvyat,25.0,0.0,14.0
1263,24954,2016,19,button,21.0,0.0,15.0
1264,24955,2016,19,kevin_magnussen,7.0,0.0,16.0
1265,24956,2016,19,jolyon_palmer,1.0,0.0,17.0
1266,24957,2016,19,wehrlein,1.0,0.0,18.0
1267,24958,2016,19,vandoorne,1.0,0.0,19.0
1268,24959,2016,19,gutierrez,0.0,0.0,20.0
1269,24960,2016,19,ericsson,0.0,0.0,21.0
1270,24961,2016,19,nasr,0.0,0.0,22.0
1271,24962,2016,19,haryanto,0.0,0.0,23.0
1272,24963,2016,19,ocon,0.0,0.0,24.0
1273,24964,2016,20,rosberg,349.0,9.0,1.0
1274,24965,2016,20,hamilton,330.0,8.0,2.0
1275,24966,2016,20,ricciardo,242.0,1.0,3.0
1276,24967,2016,20,vettel,187.0,0.0,4.0
1277,24968,2016,20,max_verstappen,177.0,1.0,6.0
1278,24969,2016,20,raikkonen,178.0,0.0,5.0
1279,24970,2016,20,perez,85.0,0.0,7.0
1280,24971,2016,20,bottas,85.0,0.0,8.0
1281,24972,2016,20,hulkenberg,60.0,0.0,9.0
1282,24973,2016,20,alonso,52.0,0.0,10.0
1283,24974,2016,20,massa,51.0,0.0,11.0
1284,24975,2016,20,sainz,38.0,0.0,12.0
1285,24976,2016,20,grosjean,29.0,0.0,13.0
1286,24977,2016,20,kvyat,25.0,0.0,14.0
1287,24978,2016,20,button,21.0,0.0,15.0
1288,24979,2016,20,kevin_magnussen,7.0,0.0,16.0
1289,24980,2016,20,nasr,0.0,0.0,22.0
1290,24981,2016,20,jolyon_palmer,1.0,0.0,17.0
1291,24982,2016,20,wehrlein,1.0,0.0,18.0
1292,24983,2016,20,vandoorne,1.0,0.0,19.0
1293,24984,2016,20,gutierrez,0.0,0.0,20.0
1294,24985,2016,20,ericsson,0.0,0.0,21.0
1295,24986,2016,20,ocon,0.0,0.0,24.0
1296,24987,2016,20,haryanto,0.0,0.0,23.0
1297,24988,2016,21,rosberg,367.0,9.0,1.0
1298,24989,2016,21,hamilton,355.0,9.0,2.0
1299,24990,2016,21,ricciardo,246.0,1.0,3.0
1300,24991,2016,21,vettel,197.0,0.0,4.0
1301,24992,2016,21,max_verstappen,192.0,1.0,5.0
1302,24993,2016,21,raikkonen,178.0,0.0,6.0
1303,24994,2016,21,perez,97.0,0.0,7.0
1304,24995,2016,21,bottas,85.0,0.0,8.0
1305,24996,2016,21,hulkenberg,66.0,0.0,9.0
1306,24997,2016,21,alonso,53.0,0.0,10.0
1307,24998,2016,21,massa,51.0,0.0,11.0
1308,24999,2016,21,sainz,46.0,0.0,12.0
1309,25000,2016,21,grosjean,29.0,0.0,13.0
1310,25001,2016,21,kvyat,25.0,0.0,14.0
1311,25002,2016,21,button,21.0,0.0,15.0
1312,25003,2016,21,kevin_magnussen,7.0,0.0,16.0
1313,25004,2016,21,nasr,2.0,0.0,17.0
1314,25005,2016,21,jolyon_palmer,1.0,0.0,18.0
1315,25006,2016,21,wehrlein,1.0,0.0,19.0
1316,25007,2016,21,vandoorne,1.0,0.0,20.0
1317,25008,2016,21,gutierrez,0.0,0.0,21.0
1318,25009,2016,21,ericsson,0.0,0.0,22.0
1319,25010,2016,21,ocon,0.0,0.0,23.0
1320,25011,2016,21,haryanto,0.0,0.0,24.0
1321,25012,2017,1,vettel,0.0,0.0,0.0
1322,25013,2017,1,hamilton,0.0,0.0,0.0
1323,25014,2017,1,bottas,0.0,0.0,0.0
1324,25015,2017,1,raikkonen,0.0,0.0,0.0
1325,25016,2017,1,max_verstappen,0.0,0.0,0.0
1326,25017,2017,1,massa,0.0,0.0,0.0
1327,25018,2017,1,perez,0.0,0.0,0.0
1328,25019,2017,1,sainz,0.0,0.0,0.0
1329,25020,2017,1,kvyat,0.0,0.0,0.0
1330,25021,2017,1,ocon,0.0,0.0,0.0
1331,25022,2017,1,hulkenberg,0.0,0.0,0.0
1332,25023,2017,1,giovinazzi,0.0,0.0,0.0
1333,25024,2017,1,vandoorne,0.0,0.0,0.0
1334,25025,2017,1,alonso,0.0,0.0,0.0
1335,25026,2017,1,kevin_magnussen,0.0,0.0,0.0
1336,25027,2017,1,stroll,0.0,0.0,0.0
1337,25028,2017,1,ricciardo,0.0,0.0,0.0
1338,25029,2017,1,ericsson,0.0,0.0,0.0
1339,25030,2017,1,jolyon_palmer,0.0,0.0,0.0
1340,25031,2017,1,grosjean,0.0,0.0,0.0
1341,25032,2017,2,vettel,25.0,1.0,1.0
1342,25033,2017,2,hamilton,18.0,0.0,2.0
1343,25034,2017,2,max_verstappen,10.0,0.0,5.0
1344,25035,2017,2,bottas,15.0,0.0,3.0
1345,25036,2017,2,raikkonen,12.0,0.0,4.0
1346,25037,2017,2,ricciardo,0.0,0.0,17.0
1347,25038,2017,2,sainz,4.0,0.0,8.0
1348,25039,2017,2,massa,8.0,0.0,6.0
1349,25040,2017,2,perez,6.0,0.0,7.0
1350,25041,2017,2,kevin_magnussen,0.0,0.0,15.0
1351,25042,2017,2,kvyat,2.0,0.0,9.0
1352,25043,2017,2,ocon,1.0,0.0,10.0
1353,25044,2017,2,hulkenberg,0.0,0.0,11.0
1354,25045,2017,2,grosjean,0.0,0.0,20.0
1355,25046,2017,2,giovinazzi,0.0,0.0,12.0
1356,25047,2017,2,vandoorne,0.0,0.0,13.0
1357,25048,2017,2,jolyon_palmer,0.0,0.0,19.0
1358,25049,2017,2,ericsson,0.0,0.0,18.0
1359,25050,2017,2,alonso,0.0,0.0,14.0
1360,25051,2017,2,stroll,0.0,0.0,16.0
1361,25052,2017,3,vettel,43.0,1.0,1.0
1362,25053,2017,3,hamilton,43.0,1.0,2.0
1363,25054,2017,3,bottas,23.0,0.0,4.0
1364,25055,2017,3,raikkonen,22.0,0.0,5.0
1365,25056,2017,3,max_verstappen,25.0,0.0,3.0
1366,25057,2017,3,ricciardo,12.0,0.0,6.0
1367,25058,2017,3,massa,8.0,0.0,8.0
1368,25059,2017,3,perez,8.0,0.0,9.0
1369,25060,2017,3,sainz,10.0,0.0,7.0
1370,25061,2017,3,grosjean,0.0,0.0,14.0
1371,25062,2017,3,kevin_magnussen,4.0,0.0,10.0
1372,25063,2017,3,ocon,2.0,0.0,12.0
1373,25064,2017,3,hulkenberg,0.0,0.0,13.0
1374,25065,2017,3,kvyat,2.0,0.0,11.0
1375,25066,2017,3,wehrlein,0.0,0.0,0.0
1376,25067,2017,3,giovinazzi,0.0,0.0,15.0
1377,25068,2017,3,jolyon_palmer,0.0,0.0,17.0
1378,25069,2017,3,vandoorne,0.0,0.0,16.0
1379,25070,2017,3,alonso,0.0,0.0,19.0
1380,25071,2017,3,ericsson,0.0,0.0,18.0
1381,25072,2017,3,stroll,0.0,0.0,20.0
1382,25073,2017,4,vettel,68.0,2.0,1.0
1383,25074,2017,4,hamilton,61.0,1.0,2.0
1384,25075,2017,4,bottas,38.0,0.0,3.0
1385,25076,2017,4,raikkonen,34.0,0.0,4.0
1386,25077,2017,4,max_verstappen,25.0,0.0,5.0
1387,25078,2017,4,ricciardo,22.0,0.0,6.0
1388,25079,2017,4,perez,14.0,0.0,8.0
1389,25080,2017,4,massa,16.0,0.0,7.0
1390,25081,2017,4,sainz,10.0,0.0,9.0
1391,25082,2017,4,ocon,3.0,0.0,12.0
1392,25083,2017,4,hulkenberg,2.0,0.0,13.0
1393,25084,2017,4,grosjean,4.0,0.0,10.0
1394,25085,2017,4,kevin_magnussen,4.0,0.0,11.0
1395,25086,2017,4,kvyat,2.0,0.0,14.0
1396,25087,2017,4,wehrlein,0.0,0.0,15.0
1397,25088,2017,4,stroll,0.0,0.0,21.0
1398,25089,2017,4,giovinazzi,0.0,0.0,16.0
1399,25090,2017,4,jolyon_palmer,0.0,0.0,17.0
1400,25091,2017,4,vandoorne,0.0,0.0,18.0
1401,25092,2017,4,alonso,0.0,0.0,19.0
1402,25093,2017,4,ericsson,0.0,0.0,20.0
1403,25094,2017,5,vettel,86.0,2.0,1.0
1404,25095,2017,5,hamilton,73.0,1.0,2.0
1405,25096,2017,5,bottas,63.0,1.0,3.0
1406,25097,2017,5,raikkonen,49.0,0.0,4.0
1407,25098,2017,5,ricciardo,22.0,0.0,6.0
1408,25099,2017,5,max_verstappen,35.0,0.0,5.0
1409,25100,2017,5,perez,22.0,0.0,7.0
1410,25101,2017,5,ocon,9.0,0.0,10.0
1411,25102,2017,5,massa,18.0,0.0,8.0
1412,25103,2017,5,sainz,11.0,0.0,9.0
1413,25104,2017,5,hulkenberg,6.0,0.0,11.0
1414,25105,2017,5,grosjean,4.0,0.0,12.0
1415,25106,2017,5,wehrlein,0.0,0.0,15.0
1416,25107,2017,5,kevin_magnussen,4.0,0.0,13.0
1417,25108,2017,5,kvyat,2.0,0.0,14.0
1418,25109,2017,5,ericsson,0.0,0.0,21.0
1419,25110,2017,5,stroll,0.0,0.0,16.0
1420,25111,2017,5,alonso,0.0,0.0,20.0
1421,25112,2017,5,giovinazzi,0.0,0.0,17.0
1422,25113,2017,5,jolyon_palmer,0.0,0.0,18.0
1423,25114,2017,5,vandoorne,0.0,0.0,19.0
1424,25115,2017,6,vettel,104.0,2.0,1.0
1425,25116,2017,6,hamilton,98.0,2.0,2.0
1426,25117,2017,6,bottas,63.0,1.0,3.0
1427,25118,2017,6,raikkonen,49.0,0.0,4.0
1428,25119,2017,6,ricciardo,37.0,0.0,5.0
1429,25120,2017,6,max_verstappen,35.0,0.0,6.0
1430,25121,2017,6,perez,34.0,0.0,7.0
1431,25122,2017,6,sainz,17.0,0.0,10.0
1432,25123,2017,6,massa,18.0,0.0,9.0
1433,25124,2017,6,ocon,19.0,0.0,8.0
1434,25125,2017,6,hulkenberg,14.0,0.0,11.0
1435,25126,2017,6,grosjean,5.0,0.0,12.0
1436,25127,2017,6,kevin_magnussen,4.0,0.0,14.0
1437,25128,2017,6,wehrlein,4.0,0.0,13.0
1438,25129,2017,6,kvyat,4.0,0.0,15.0
1439,25130,2017,6,jolyon_palmer,0.0,0.0,20.0
1440,25131,2017,6,ericsson,0.0,0.0,16.0
1441,25132,2017,6,stroll,0.0,0.0,17.0
1442,25133,2017,6,alonso,0.0,0.0,18.0
1443,25134,2017,6,giovinazzi,0.0,0.0,19.0
1444,25135,2017,6,vandoorne,0.0,0.0,21.0
1445,25136,2017,6,button,0.0,0.0,0.0
1446,25137,2017,7,vettel,129.0,3.0,1.0
1447,25138,2017,7,hamilton,104.0,2.0,2.0
1448,25139,2017,7,bottas,75.0,1.0,3.0
1449,25140,2017,7,raikkonen,67.0,0.0,4.0
1450,25141,2017,7,ricciardo,52.0,0.0,5.0
1451,25142,2017,7,max_verstappen,45.0,0.0,6.0
1452,25143,2017,7,perez,34.0,0.0,7.0
1453,25144,2017,7,ocon,19.0,0.0,10.0
1454,25145,2017,7,sainz,25.0,0.0,8.0
1455,25146,2017,7,massa,20.0,0.0,9.0
1456,25147,2017,7,hulkenberg,14.0,0.0,11.0
1457,25148,2017,7,grosjean,9.0,0.0,12.0
1458,25149,2017,7,kevin_magnussen,5.0,0.0,13.0
1459,25150,2017,7,wehrlein,4.0,0.0,14.0
1460,25151,2017,7,kvyat,4.0,0.0,15.0
1461,25152,2017,7,stroll,0.0,0.0,18.0
1462,25153,2017,7,jolyon_palmer,0.0,0.0,16.0
1463,25154,2017,7,ericsson,0.0,0.0,17.0
1464,25155,2017,7,alonso,0.0,0.0,19.0
1465,25156,2017,7,giovinazzi,0.0,0.0,20.0
1466,25157,2017,7,vandoorne,0.0,0.0,21.0
1467,25158,2017,7,button,0.0,0.0,22.0
1468,25159,2017,8,vettel,141.0,3.0,1.0
1469,25160,2017,8,hamilton,129.0,3.0,2.0
1470,25161,2017,8,bottas,93.0,1.0,3.0
1471,25162,2017,8,ricciardo,67.0,0.0,5.0
1472,25163,2017,8,raikkonen,73.0,0.0,4.0
1473,25164,2017,8,max_verstappen,45.0,0.0,6.0
1474,25165,2017,8,perez,44.0,0.0,7.0
1475,25166,2017,8,ocon,27.0,0.0,8.0
1476,25167,2017,8,sainz,25.0,0.0,9.0
1477,25168,2017,8,massa,20.0,0.0,10.0
1478,25169,2017,8,hulkenberg,18.0,0.0,11.0
1479,25170,2017,8,stroll,2.0,0.0,16.0
1480,25171,2017,8,kevin_magnussen,5.0,0.0,13.0
1481,25172,2017,8,grosjean,10.0,0.0,12.0
1482,25173,2017,8,wehrlein,4.0,0.0,14.0
1483,25174,2017,8,kvyat,4.0,0.0,15.0
1484,25175,2017,8,alonso,0.0,0.0,19.0
1485,25176,2017,8,jolyon_palmer,0.0,0.0,17.0
1486,25177,2017,8,ericsson,0.0,0.0,18.0
1487,25178,2017,8,vandoorne,0.0,0.0,21.0
1488,25179,2017,8,giovinazzi,0.0,0.0,20.0
1489,25180,2017,8,button,0.0,0.0,22.0
1490,25181,2017,9,vettel,153.0,3.0,1.0
1491,25182,2017,9,hamilton,139.0,3.0,2.0
1492,25183,2017,9,bottas,111.0,1.0,3.0
1493,25184,2017,9,ricciardo,92.0,1.0,4.0
1494,25185,2017,9,raikkonen,73.0,0.0,5.0
1495,25186,2017,9,perez,44.0,0.0,7.0
1496,25187,2017,9,max_verstappen,45.0,0.0,6.0
1497,25188,2017,9,ocon,35.0,0.0,8.0
1498,25189,2017,9,sainz,29.0,0.0,9.0
1499,25190,2017,9,massa,20.0,0.0,10.0
1500,25191,2017,9,stroll,17.0,0.0,12.0
1501,25192,2017,9,hulkenberg,18.0,0.0,11.0
1502,25193,2017,9,grosjean,10.0,0.0,14.0
1503,25194,2017,9,kevin_magnussen,11.0,0.0,13.0
1504,25195,2017,9,wehrlein,5.0,0.0,15.0
1505,25196,2017,9,kvyat,4.0,0.0,16.0
1506,25197,2017,9,alonso,2.0,0.0,17.0
1507,25198,2017,9,jolyon_palmer,0.0,0.0,18.0
1508,25199,2017,9,ericsson,0.0,0.0,19.0
1509,25200,2017,9,vandoorne,0.0,0.0,20.0
1510,25201,2017,9,giovinazzi,0.0,0.0,21.0
1511,25202,2017,9,button,0.0,0.0,22.0
1512,25203,2017,10,vettel,171.0,3.0,1.0
1513,25204,2017,10,hamilton,151.0,3.0,2.0
1514,25205,2017,10,bottas,136.0,2.0,3.0
1515,25206,2017,10,ricciardo,107.0,1.0,4.0
1516,25207,2017,10,raikkonen,83.0,0.0,5.0
1517,25208,2017,10,max_verstappen,45.0,0.0,7.0
1518,25209,2017,10,perez,50.0,0.0,6.0
1519,25210,2017,10,ocon,39.0,0.0,8.0
1520,25211,2017,10,sainz,29.0,0.0,9.0
1521,25212,2017,10,hulkenberg,18.0,0.0,12.0
1522,25213,2017,10,massa,22.0,0.0,10.0
1523,25214,2017,10,stroll,18.0,0.0,11.0
