,Unnamed: 0,season,round,driver,driver_points,driver_wins,driver_standings_pos
513,24204,2015,5,massa,31.0,0.0,5.0
514,24205,2015,5,ricciardo,19.0,0.0,7.0
515,24206,2015,5,grosjean,12.0,0.0,9.0
516,24207,2015,5,nasr,14.0,0.0,8.0
517,24208,2015,5,sainz,6.0,0.0,12.0
518,24209,2015,5,max_verstappen,6.0,0.0,11.0
519,24210,2015,5,hulkenberg,6.0,0.0,10.0
520,24211,2015,5,perez,5.0,0.0,13.0
521,24212,2015,5,ericsson,5.0,0.0,14.0
522,24213,2015,5,kvyat,4.0,0.0,15.0
523,24214,2015,5,alonso,0.0,0.0,16.0
524,24215,2015,5,button,0.0,0.0,17.0
525,24216,2015,5,merhi,0.0,0.0,18.0
526,24217,2015,5,stevens,0.0,0.0,19.0
527,24218,2015,5,maldonado,0.0,0.0,20.0
528,24219,2015,5,kevin_magnussen,0.0,0.0,21.0
529,24220,2015,6,hamilton,111.0,3.0,1.0
530,24221,2015,6,rosberg,91.0,1.0,2.0
531,24222,2015,6,vettel,80.0,1.0,3.0
532,24223,2015,6,raikkonen,52.0,0.0,4.0
533,24224,2015,6,bottas,42.0,0.0,5.0
534,24225,2015,6,massa,39.0,0.0,6.0
535,24226,2015,6,ricciardo,25.0,0.0,7.0
536,24227,2015,6,kvyat,5.0,0.0,15.0
537,24228,2015,6,nasr,14.0,0.0,9.0
538,24229,2015,6,grosjean,16.0,0.0,8.0
539,24230,2015,6,perez,5.0,0.0,13.0
540,24231,2015,6,sainz,8.0,0.0,10.0
541,24232,2015,6,hulkenberg,6.0,0.0,12.0
542,24233,2015,6,max_verstappen,6.0,0.0,11.0
543,24234,2015,6,ericsson,5.0,0.0,14.0
544,24235,2015,6,button,0.0,0.0,17.0
545,24236,2015,6,alonso,0.0,0.0,16.0
546,24237,2015,6,merhi,0.0,0.0,18.0
547,24238,2015,6,stevens,0.0,0.0,19.0
548,24239,2015,6,maldonado,0.0,0.0,20.0
549,24240,2015,6,kevin_magnussen,0.0,0.0,21.0
550,24241,2015,7,hamilton,126.0,3.0,1.0
551,24242,2015,7,rosberg,116.0,2.0,2.0
552,24243,2015,7,vettel,98.0,1.0,3.0
553,24244,2015,7,raikkonen,60.0,0.0,4.0
554,24245,2015,7,bottas,42.0,0.0,5.0
555,24246,2015,7,massa,39.0,0.0,6.0
556,24247,2015,7,ricciardo,35.0,0.0,7.0
557,24248,2015,7,kvyat,17.0,0.0,8.0
558,24249,2015,7,grosjean,16.0,0.0,10.0
559,24250,2015,7,nasr,16.0,0.0,9.0
560,24251,2015,7,perez,11.0,0.0,11.0
561,24252,2015,7,hulkenberg,6.0,0.0,13.0
562,24253,2015,7,sainz,9.0,0.0,12.0
563,24254,2015,7,max_verstappen,6.0,0.0,14.0
564,24255,2015,7,maldonado,0.0,0.0,20.0
565,24256,2015,7,ericsson,5.0,0.0,15.0
566,24257,2015,7,button,4.0,0.0,16.0
567,24258,2015,7,alonso,0.0,0.0,17.0
568,24259,2015,7,merhi,0.0,0.0,18.0
569,24260,2015,7,stevens,0.0,0.0,19.0
570,24261,2015,7,kevin_magnussen,0.0,0.0,21.0
571,24262,2015,8,hamilton,151.0,4.0,1.0
572,24263,2015,8,rosberg,134.0,2.0,2.0
573,24264,2015,8,vettel,108.0,1.0,3.0
574,24265,2015,8,raikkonen,72.0,0.0,4.0
575,24266,2015,8,bottas,57.0,0.0,5.0
576,24267,2015,8,massa,47.0,0.0,6.0
577,24268,2015,8,ricciardo,35.0,0.0,7.0
578,24269,2015,8,kvyat,19.0,0.0,8.0
579,24270,2015,8,hulkenberg,10.0,0.0,12.0
580,24271,2015,8,grosjean,17.0,0.0,9.0
581,24272,2015,8,nasr,16.0,0.0,10.0
582,24273,2015,8,perez,11.0,0.0,11.0
583,24274,2015,8,maldonado,6.0,0.0,15.0
584,24275,2015,8,max_verstappen,6.0,0.0,14.0
585,24276,2015,8,sainz,9.0,0.0,13.0
586,24277,2015,8,ericsson,5.0,0.0,16.0
587,24278,2015,8,button,4.0,0.0,17.0
588,24279,2015,8,alonso,0.0,0.0,18.0
589,24280,2015,8,merhi,0.0,0.0,19.0
590,24281,2015,8,stevens,0.0,0.0,20.0
591,24282,2015,8,kevin_magnussen,0.0,0.0,21.0
592,24283,2015,9,hamilton,169.0,4.0,1.0
593,24284,2015,9,rosberg,159.0,3.0,2.0
594,24285,2015,9,vettel,120.0,1.0,3.0
595,24286,2015,9,bottas,67.0,0.0,5.0
596,24287,2015,9,raikkonen,72.0,0.0,4.0
597,24288,2015,9,massa,62.0,0.0,6.0
598,24289,2015,9,ricciardo,36.0,0.0,7.0
599,24290,2015,9,kvyat,19.0,0.0,8.0
600,24291,2015,9,hulkenberg,18.0,0.0,9.0
601,24292,2015,9,grosjean,17.0,0.0,10.0
602,24293,2015,9,nasr,16.0,0.0,11.0
603,24294,2015,9,perez,13.0,0.0,12.0
604,24295,2015,9,maldonado,12.0,0.0,13.0
605,24296,2015,9,max_verstappen,10.0,0.0,14.0
606,24297,2015,9,sainz,9.0,0.0,15.0
607,24298,2015,9,ericsson,5.0,0.0,16.0
608,24299,2015,9,button,4.0,0.0,17.0
609,24300,2015,9,alonso,0.0,0.0,18.0
610,24301,2015,9,merhi,0.0,0.0,19.0
611,24302,2015,9,stevens,0.0,0.0,20.0
612,24303,2015,9,kevin_magnussen,0.0,0.0,21.0
613,24304,2015,10,hamilton,194.0,5.0,1.0
614,24305,2015,10,rosberg,177.0,3.0,2.0
615,24306,2015,10,vettel,135.0,1.0,3.0
616,24307,2015,10,bottas,77.0,0.0,4.0
617,24308,2015,10,raikkonen,76.0,0.0,5.0
618,24309,2015,10,massa,74.0,0.0,6.0
619,24310,2015,10,ricciardo,36.0,0.0,7.0
620,24311,2015,10,kvyat,27.0,0.0,8.0
621,24312,2015,10,hulkenberg,24.0,0.0,9.0
622,24313,2015,10,grosjean,17.0,0.0,10.0
623,24314,2015,10,max_verstappen,10.0,0.0,14.0
624,24315,2015,10,nasr,16.0,0.0,11.0
625,24316,2015,10,perez,15.0,0.0,12.0
626,24317,2015,10,maldonado,12.0,0.0,13.0
627,24318,2015,10,alonso,1.0,0.0,18.0
628,24319,2015,10,sainz,9.0,0.0,15.0
629,24320,2015,10,button,4.0,0.0,17.0
630,24321,2015,10,ericsson,5.0,0.0,16.0
631,24322,2015,10,merhi,0.0,0.0,19.0
632,24323,2015,10,stevens,0.0,0.0,20.0
633,24324,2015,10,kevin_magnussen,0.0,0.0,21.0
634,24325,2015,11,hamilton,202.0,5.0,1.0
635,24326,2015,11,rosberg,181.0,3.0,2.0
636,24327,2015,11,vettel,160.0,2.0,3.0
637,24328,2015,11,raikkonen,76.0,0.0,5.0
638,24329,2015,11,massa,74.0,0.0,6.0
639,24330,2015,11,bottas,77.0,0.0,4.0
640,24331,2015,11,kvyat,45.0,0.0,8.0
641,24332,2015,11,ricciardo,51.0,0.0,7.0
642,24333,2015,11,grosjean,23.0,0.0,10.0
643,24334,2015,11,max_verstappen,22.0,0.0,11.0
644,24335,2015,11,perez,15.0,0.0,13.0
645,24336,2015,11,hulkenberg,24.0,0.0,9.0
646,24337,2015,11,nasr,16.0,0.0,12.0
647,24338,2015,11,maldonado,12.0,0.0,14.0
648,24339,2015,11,alonso,11.0,0.0,15.0
649,24340,2015,11,sainz,9.0,0.0,16.0
650,24341,2015,11,ericsson,6.0,0.0,18.0
651,24342,2015,11,button,6.0,0.0,17.0
652,24343,2015,11,merhi,0.0,0.0,19.0
653,24344,2015,11,stevens,0.0,0.0,20.0
654,24345,2015,11,kevin_magnussen,0.0,0.0,21.0
655,24346,2015,12,hamilton,227.0,6.0,1.0
656,24347,2015,12,rosberg,199.0,3.0,2.0
657,24348,2015,12,vettel,160.0,2.0,3.0
658,24349,2015,12,massa,82.0,0.0,5.0
659,24350,2015,12,raikkonen,82.0,0.0,4.0
660,24351,2015,12,bottas,79.0,0.0,6.0
661,24352,2015,12,kvyat,57.0,0.0,7.0
662,24353,2015,12,ricciardo,51.0,0.0,8.0
663,24354,2015,12,grosjean,38.0,0.0,9.0
664,24355,2015,12,perez,25.0,0.0,11.0
665,24356,2015,12,hulkenberg,24.0,0.0,12.0
666,24357,2015,12,max_verstappen,26.0,0.0,10.0
667,24358,2015,12,nasr,16.0,0.0,13.0
668,24359,2015,12,maldonado,12.0,0.0,14.0
669,24360,2015,12,alonso,11.0,0.0,15.0
670,24361,2015,12,sainz,9.0,0.0,16.0
671,24362,2015,12,ericsson,7.0,0.0,17.0
672,24363,2015,12,button,6.0,0.0,18.0
673,24364,2015,12,merhi,0.0,0.0,19.0
674,24365,2015,12,stevens,0.0,0.0,20.0
675,24366,2015,12,kevin_magnussen,0.0,0.0,21.0
676,24367,2015,13,hamilton,252.0,7.0,1.0
677,24368,2015,13,rosberg,199.0,3.0,2.0
678,24369,2015,13,vettel,178.0,2.0,3.0
679,24370,2015,13,raikkonen,92.0,0.0,5.0
680,24371,2015,13,bottas,91.0,0.0,6.0
681,24372,2015,13,massa,97.0,0.0,4.0
682,24373,2015,13,ricciardo,55.0,0.0,8.0
683,24374,2015,13,kvyat,58.0,0.0,7.0
684,24375,2015,13,perez,33.0,0.0,10.0
685,24376,2015,13,grosjean,38.0,0.0,9.0
686,24377,2015,13,max_verstappen,26.0,0.0,12.0
687,24378,2015,13,hulkenberg,30.0,0.0,11.0
688,24379,2015,13,nasr,16.0,0.0,13.0
689,24380,2015,13,maldonado,12.0,0.0,14.0
690,24381,2015,13,alonso,11.0,0.0,15.0
691,24382,2015,13,sainz,9.0,0.0,16.0
692,24383,2015,13,ericsson,9.0,0.0,17.0
693,24384,2015,13,button,6.0,0.0,18.0
694,24385,2015,13,merhi,0.0,0.0,19.0
695,24386,2015,13,stevens,0.0,0.0,20.0
696,24387,2015,13,rossi,0.0,0.0,0.0
697,24388,2015,13,kevin_magnussen,0.0,0.0,21.0
698,24389,2015,14,hamilton,252.0,7.0,1.0
699,24390,2015,14,rosberg,211.0,3.0,2.0
700,24391,2015,14,vettel,203.0,3.0,3.0
701,24392,2015,14,raikkonen,107.0,0.0,4.0
702,24393,2015,14,bottas,101.0,0.0,5.0
703,24394,2015,14,massa,97.0,0.0,6.0
704,24395,2015,14,ricciardo,73.0,0.0,7.0
705,24396,2015,14,kvyat,66.0,0.0,8.0
706,24397,2015,14,grosjean,38.0,0.0,10.0
707,24398,2015,14,perez,39.0,0.0,9.0
708,24399,2015,14,hulkenberg,30.0,0.0,12.0
709,24400,2015,14,max_verstappen,30.0,0.0,11.0
710,24401,2015,14,nasr,17.0,0.0,13.0
711,24402,2015,14,maldonado,12.0,0.0,14.0
712,24403,2015,14,sainz,11.0,0.0,16.0
713,24404,2015,14,alonso,11.0,0.0,15.0
714,24405,2015,14,ericsson,9.0,0.0,17.0
715,24406,2015,14,button,6.0,0.0,18.0
716,24407,2015,14,merhi,0.0,0.0,19.0
717,24408,2015,14,stevens,0.0,0.0,20.0
718,24409,2015,14,rossi,0.0,0.0,21.0
719,24410,2015,14,kevin_magnussen,0.0,0.0,22.0
720,24411,2015,15,hamilton,277.0,8.0,1.0
721,24412,2015,15,vettel,218.0,3.0,3.0
722,24413,2015,15,rosberg,229.0,3.0,2.0
723,24414,2015,15,raikkonen,119.0,0.0,4.0
724,24415,2015,15,bottas,111.0,0.0,5.0
725,24416,2015,15,massa,97.0,0.0,6.0
726,24417,2015,15,kvyat,66.0,0.0,8.0
727,24418,2015,15,ricciardo,73.0,0.0,7.0
728,24419,2015,15,perez,39.0,0.0,10.0
729,24420,2015,15,grosjean,44.0,0.0,9.0
730,24421,2015,15,hulkenberg,38.0,0.0,11.0
731,24422,2015,15,max_verstappen,32.0,0.0,12.0
732,24423,2015,15,nasr,17.0,0.0,13.0
733,24424,2015,15,maldonado,16.0,0.0,14.0
734,24425,2015,15,sainz,12.0,0.0,15.0
735,24426,2015,15,alonso,11.0,0.0,16.0
736,24427,2015,15,ericsson,9.0,0.0,17.0
737,24428,2015,15,button,6.0,0.0,18.0
738,24429,2015,15,merhi,0.0,0.0,19.0
739,24430,2015,15,stevens,0.0,0.0,20.0
740,24431,2015,15,rossi,0.0,0.0,21.0
741,24432,2015,15,kevin_magnussen,0.0,0.0,22.0
742,24433,2015,16,hamilton,302.0,9.0,1.0
743,24434,2015,16,vettel,236.0,3.0,2.0
744,24435,2015,16,rosberg,229.0,3.0,3.0
745,24436,2015,16,raikkonen,123.0,0.0,4.0
746,24437,2015,16,bottas,111.0,0.0,5.0
747,24438,2015,16,massa,109.0,0.0,6.0
748,24439,2015,16,kvyat,76.0,0.0,7.0
749,24440,2015,16,ricciardo,73.0,0.0,8.0
750,24441,2015,16,perez,54.0,0.0,9.0
751,24442,2015,16,max_verstappen,33.0,0.0,12.0
752,24443,2015,16,grosjean,44.0,0.0,10.0
753,24444,2015,16,hulkenberg,38.0,0.0,11.0
754,24445,2015,16,nasr,25.0,0.0,13.0
755,24446,2015,16,maldonado,22.0,0.0,14.0
756,24447,2015,16,sainz,12.0,0.0,15.0
757,24448,2015,16,button,8.0,0.0,18.0
758,24449,2015,16,alonso,11.0,0.0,16.0
759,24450,2015,16,ericsson,9.0,0.0,17.0
760,24451,2015,16,merhi,0.0,0.0,19.0
761,24452,2015,16,rossi,0.0,0.0,21.0
762,24453,2015,16,stevens,0.0,0.0,20.0
763,24454,2015,16,kevin_magnussen,0.0,0.0,22.0
764,24455,2015,17,hamilton,327.0,10.0,1.0
765,24456,2015,17,rosberg,247.0,3.0,3.0
766,24457,2015,17,vettel,251.0,3.0,2.0
767,24458,2015,17,bottas,111.0,0.0,5.0
768,24459,2015,17,raikkonen,123.0,0.0,4.0
769,24460,2015,17,massa,109.0,0.0,6.0
770,24461,2015,17,kvyat,76.0,0.0,7.0
771,24462,2015,17,ricciardo,74.0,0.0,8.0
772,24463,2015,17,perez,64.0,0.0,9.0
773,24464,2015,17,max_verstappen,45.0,0.0,10.0
774,24465,2015,17,grosjean,44.0,0.0,11.0
775,24466,2015,17,hulkenberg,38.0,0.0,12.0
776,24467,2015,17,nasr,27.0,0.0,13.0
777,24468,2015,17,maldonado,26.0,0.0,14.0
778,24469,2015,17,sainz,18.0,0.0,15.0
779,24470,2015,17,button,16.0,0.0,16.0
780,24471,2015,17,alonso,11.0,0.0,17.0
781,24472,2015,17,ericsson,9.0,0.0,18.0
782,24473,2015,17,merhi,0.0,0.0,19.0
783,24474,2015,17,rossi,0.0,0.0,20.0
784,24475,2015,17,stevens,0.0,0.0,21.0
785,24476,2015,17,kevin_magnussen,0.0,0.0,22.0
786,24477,2015,18,hamilton,345.0,10.0,1.0
787,24478,2015,18,rosberg,272.0,4.0,2.0
788,24479,2015,18,vettel,251.0,3.0,3.0
789,24480,2015,18,bottas,126.0,0.0,4.0
790,24481,2015,18,raikkonen,123.0,0.0,5.0
791,24482,2015,18,massa,117.0,0.0,6.0
792,24483,2015,18,kvyat,88.0,0.0,7.0
793,24484,2015,18,ricciardo,84.0,0.0,8.0
794,24485,2015,18,perez,68.0,0.0,9.0
795,24486,2015,18,hulkenberg,44.0,0.0,12.0
796,24487,2015,18,grosjean,45.0,0.0,11.0
797,24488,2015,18,max_verstappen,47.0,0.0,10.0
798,24489,2015,18,nasr,27.0,0.0,13.0
799,24490,2015,18,maldonado,26.0,0.0,14.0
800,24491,2015,18,sainz,18.0,0.0,15.0
801,24492,2015,18,button,16.0,0.0,16.0
802,24493,2015,18,alonso,11.0,0.0,17.0
803,24494,2015,18,ericsson,9.0,0.0,18.0
804,24495,2015,18,merhi,0.0,0.0,19.0
805,24496,2015,18,rossi,0.0,0.0,20.0
806,24497,2015,18,stevens,0.0,0.0,21.0
807,24498,2015,18,kevin_magnussen,0.0,0.0,22.0
808,24499,2015,19,hamilton,363.0,10.0,1.0
809,24500,2015,19,rosberg,297.0,5.0,2.0
810,24501,2015,19,vettel,266.0,3.0,3.0
811,24502,2015,19,raikkonen,135.0,0.0,5.0
812,24503,2015,19,bottas,136.0,0.0,4.0
813,24504,2015,19,massa,117.0,0.0,6.0
814,24505,2015,19,kvyat,94.0,0.0,7.0
815,24506,2015,19,ricciardo,84.0,0.0,8.0
816,24507,2015,19,perez,68.0,0.0,9.0
817,24508,2015,19,hulkenberg,52.0,0.0,10.0
818,24509,2015,19,grosjean,49.0,0.0,11.0
819,24510,2015,19,max_verstappen,49.0,0.0,12.0
820,24511,2015,19,nasr,27.0,0.0,13.0
821,24512,2015,19,maldonado,27.0,0.0,14.0
822,24513,2015,19,sainz,18.0,0.0,15.0
823,24514,2015,19,button,16.0,0.0,16.0
824,24515,2015,19,alonso,11.0,0.0,17.0
825,24516,2015,19,ericsson,9.0,0.0,18.0
826,24517,2015,19,merhi,0.0,0.0,19.0
827,24518,2015,19,rossi,0.0,0.0,20.0
828,24519,2015,19,stevens,0.0,0.0,21.0
829,24520,2015,19,kevin_magnussen,0.0,0.0,22.0
830,24521,2016,1,rosberg,0.0,0.0,0.0
831,24522,2016,1,hamilton,0.0,0.0,0.0
832,24523,2016,1,vettel,0.0,0.0,0.0
833,24524,2016,1,ricciardo,0.0,0.0,0.0
834,24525,2016,1,massa,0.0,0.0,0.0
835,24526,2016,1,grosjean,0.0,0.0,0.0
836,24527,2016,1,hulkenberg,0.0,0.0,0.0
837,24528,2016,1,bottas,0.0,0.0,0.0
838,24529,2016,1,sainz,0.0,0.0,0.0
839,24530,2016,1,max_verstappen,0.0,0.0,0.0
840,24531,2016,1,jolyon_palmer,0.0,0.0,0.0
841,24532,2016,1,kevin_magnussen,0.0,0.0,0.0
842,24533,2016,1,perez,0.0,0.0,0.0
843,24534,2016,1,button,0.0,0.0,0.0
844,24535,2016,1,nasr,0.0,0.0,0.0
845,24536,2016,1,wehrlein,0.0,0.0,0.0
846,24537,2016,1,ericsson,0.0,0.0,0.0
847,24538,2016,1,raikkonen,0.0,0.0,0.0
848,24539,2016,1,haryanto,0.0,0.0,0.0
849,24540,2016,1,gutierrez,0.0,0.0,0.0
850,24541,2016,1,alonso,0.0,0.0,0.0
851,24542,2016,1,kvyat,0.0,0.0,0.0
852,24543,2016,2,rosberg,25.0,1.0,1.0
853,24544,2016,2,hamilton,18.0,0.0,2.0
854,24545,2016,2,ricciardo,12.0,0.0,4.0
855,24546,2016,2,raikkonen,0.0,0.0,18.0
856,24547,2016,2,grosjean,8.0,0.0,6.0
857,24548,2016,2,vettel,15.0,0.0,3.0
858,24549,2016,2,massa,10.0,0.0,5.0
859,24550,2016,2,max_verstappen,1.0,0.0,10.0
860,24551,2016,2,hulkenberg,6.0,0.0,7.0
861,24552,2016,2,kvyat,0.0,0.0,22.0
862,24553,2016,2,bottas,4.0,0.0,8.0
863,24554,2016,2,sainz,2.0,0.0,9.0
864,24555,2016,2,vandoorne,0.0,0.0,0.0
865,24556,2016,2,kevin_magnussen,0.0,0.0,12.0
866,24557,2016,2,jolyon_palmer,0.0,0.0,11.0
867,24558,2016,2,ericsson,0.0,0.0,17.0
868,24559,2016,2,perez,0.0,0.0,13.0
869,24560,2016,2,wehrlein,0.0,0.0,16.0
870,24561,2016,2,nasr,0.0,0.0,15.0
871,24562,2016,2,button,0.0,0.0,14.0
872,24563,2016,2,haryanto,0.0,0.0,19.0
873,24564,2016,2,gutierrez,0.0,0.0,20.0
874,24565,2016,2,alonso,0.0,0.0,21.0
875,24566,2016,3,rosberg,50.0,2.0,1.0
876,24567,2016,3,hamilton,33.0,0.0,2.0
877,24568,2016,3,ricciardo,24.0,0.0,3.0
878,24569,2016,3,vettel,15.0,0.0,6.0
879,24570,2016,3,raikkonen,18.0,0.0,4.0
880,24571,2016,3,massa,14.0,0.0,7.0
881,24572,2016,3,kvyat,6.0,0.0,10.0
882,24573,2016,3,grosjean,18.0,0.0,5.0
883,24574,2016,3,max_verstappen,9.0,0.0,8.0
884,24575,2016,3,bottas,6.0,0.0,11.0
885,24576,2016,3,hulkenberg,6.0,0.0,9.0
886,24577,2016,3,sainz,2.0,0.0,12.0
887,24578,2016,3,vandoorne,1.0,0.0,13.0
888,24579,2016,3,kevin_magnussen,0.0,0.0,14.0
889,24580,2016,3,perez,0.0,0.0,17.0
890,24581,2016,3,jolyon_palmer,0.0,0.0,15.0
891,24582,2016,3,ericsson,0.0,0.0,16.0
892,24583,2016,3,alonso,0.0,0.0,23.0
893,24584,2016,3,button,0.0,0.0,20.0
894,24585,2016,3,wehrlein,0.0,0.0,18.0
895,24586,2016,3,nasr,0.0,0.0,19.0
896,24587,2016,3,gutierrez,0.0,0.0,22.0
897,24588,2016,3,haryanto,0.0,0.0,21.0
898,24589,2016,4,rosberg,75.0,3.0,1.0
899,24590,2016,4,hamilton,39.0,0.0,2.0
900,24591,2016,4,raikkonen,28.0,0.0,5.0
901,24592,2016,4,ricciardo,36.0,0.0,3.0
902,24593,2016,4,vettel,33.0,0.0,4.0
903,24594,2016,4,massa,22.0,0.0,6.0
904,24595,2016,4,grosjean,18.0,0.0,8.0
905,24596,2016,4,kvyat,21.0,0.0,7.0
906,24597,2016,4,bottas,7.0,0.0,10.0
907,24598,2016,4,max_verstappen,13.0,0.0,9.0
908,24599,2016,4,alonso,0.0,0.0,18.0
909,24600,2016,4,kevin_magnussen,0.0,0.0,14.0
910,24601,2016,4,hulkenberg,6.0,0.0,11.0
911,24602,2016,4,sainz,4.0,0.0,12.0
912,24603,2016,4,perez,0.0,0.0,15.0
913,24604,2016,4,button,0.0,0.0,19.0
914,24605,2016,4,vandoorne,1.0,0.0,13.0
915,24606,2016,4,jolyon_palmer,0.0,0.0,16.0
916,24607,2016,4,ericsson,0.0,0.0,17.0
917,24608,2016,4,wehrlein,0.0,0.0,20.0
918,24609,2016,4,nasr,0.0,0.0,21.0
919,24610,2016,4,gutierrez,0.0,0.0,22.0
920,24611,2016,4,haryanto,0.0,0.0,23.0
921,24612,2016,5,rosberg,100.0,4.0,1.0
922,24613,2016,5,raikkonen,43.0,0.0,3.0
923,24614,2016,5,hamilton,57.0,0.0,2.0
924,24615,2016,5,vettel,33.0,0.0,5.0
925,24616,2016,5,ricciardo,36.0,0.0,4.0
926,24617,2016,5,max_verstappen,13.0,0.0,10.0
927,24618,2016,5,massa,32.0,0.0,6.0
928,24619,2016,5,bottas,19.0,0.0,9.0
929,24620,2016,5,kvyat,21.0,0.0,8.0
930,24621,2016,5,grosjean,22.0,0.0,7.0
931,24622,2016,5,sainz,4.0,0.0,14.0
932,24623,2016,5,alonso,8.0,0.0,11.0
933,24624,2016,5,perez,2.0,0.0,15.0
934,24625,2016,5,kevin_magnussen,6.0,0.0,12.0
935,24626,2016,5,hulkenberg,6.0,0.0,13.0
936,24627,2016,5,button,1.0,0.0,16.0
937,24628,2016,5,vandoorne,1.0,0.0,17.0
938,24629,2016,5,jolyon_palmer,0.0,0.0,18.0
939,24630,2016,5,gutierrez,0.0,0.0,22.0
940,24631,2016,5,ericsson,0.0,0.0,19.0
941,24632,2016,5,wehrlein,0.0,0.0,20.0
942,24633,2016,5,nasr,0.0,0.0,21.0
943,24634,2016,5,haryanto,0.0,0.0,23.0
944,24635,2016,6,rosberg,100.0,4.0,1.0
945,24636,2016,6,hamilton,57.0,0.0,3.0
946,24637,2016,6,ricciardo,48.0,0.0,5.0
947,24638,2016,6,raikkonen,61.0,0.0,2.0
948,24639,2016,6,vettel,48.0,0.0,4.0
949,24640,2016,6,max_verstappen,38.0,1.0,6.0
950,24641,2016,6,massa,36.0,0.0,7.0
951,24642,2016,6,bottas,29.0,0.0,8.0
952,24643,2016,6,perez,8.0,0.0,13.0
953,24644,2016,6,kvyat,22.0,0.0,9.0
954,24645,2016,6,grosjean,22.0,0.0,10.0
955,24646,2016,6,alonso,8.0,0.0,12.0
956,24647,2016,6,sainz,12.0,0.0,11.0
957,24648,2016,6,hulkenberg,6.0,0.0,15.0
958,24649,2016,6,kevin_magnussen,6.0,0.0,14.0
959,24650,2016,6,button,3.0,0.0,16.0
960,24651,2016,6,vandoorne,1.0,0.0,17.0
961,24652,2016,6,gutierrez,0.0,0.0,19.0
962,24653,2016,6,jolyon_palmer,0.0,0.0,18.0
963,24654,2016,6,ericsson,0.0,0.0,20.0
964,24655,2016,6,wehrlein,0.0,0.0,21.0
965,24656,2016,6,nasr,0.0,0.0,22.0
966,24657,2016,6,haryanto,0.0,0.0,23.0
967,24658,2016,7,rosberg,106.0,4.0,1.0
968,24659,2016,7,hamilton,82.0,1.0,2.0
969,24660,2016,7,vettel,60.0,0.0,5.0
970,24661,2016,7,ricciardo,66.0,0.0,3.0
971,24662,2016,7,raikkonen,61.0,0.0,4.0
972,24663,2016,7,max_verstappen,38.0,1.0,6.0
973,24664,2016,7,bottas,29.0,0.0,8.0
974,24665,2016,7,massa,37.0,0.0,7.0
975,24666,2016,7,perez,23.0,0.0,9.0
976,24667,2016,7,kvyat,22.0,0.0,10.0
977,24668,2016,7,grosjean,22.0,0.0,11.0
978,24669,2016,7,alonso,18.0,0.0,12.0
979,24670,2016,7,hulkenberg,14.0,0.0,14.0
980,24671,2016,7,sainz,16.0,0.0,13.0
981,24672,2016,7,kevin_magnussen,6.0,0.0,15.0
982,24673,2016,7,button,5.0,0.0,16.0
983,24674,2016,7,vandoorne,1.0,0.0,17.0
984,24675,2016,7,gutierrez,0.0,0.0,18.0
985,24676,2016,7,jolyon_palmer,0.0,0.0,19.0
986,24677,2016,7,ericsson,0.0,0.0,20.0
987,24678,2016,7,wehrlein,0.0,0.0,21.0
988,24679,2016,7,nasr,0.0,0.0,22.0
989,24680,2016,7,haryanto,0.0,0.0,23.0
990,24681,2016,8,rosberg,116.0,4.0,1.0
991,24682,2016,8,hamilton,107.0,2.0,2.0
992,24683,2016,8,vettel,78.0,0.0,3.0
993,24684,2016,8,raikkonen,69.0,0.0,5.0
994,24685,2016,8,ricciardo,72.0,0.0,4.0
995,24686,2016,8,max_verstappen,50.0,1.0,6.0
996,24687,2016,8,bottas,44.0,0.0,7.0
997,24688,2016,8,perez,24.0,0.0,9.0
998,24689,2016,8,massa,37.0,0.0,8.0
999,24690,2016,8,kvyat,22.0,0.0,10.0
1000,24691,2016,8,grosjean,22.0,0.0,11.0
1001,24692,2016,8,hulkenberg,18.0,0.0,13.0
1002,24693,2016,8,alonso,18.0,0.0,12.0
1003,24694,2016,8,sainz,18.0,0.0,14.0
1004,24695,2016,8,kevin_magnussen,6.0,0.0,15.0
1005,24696,2016,8,button,5.0,0.0,16.0
1006,24697,2016,8,vandoorne,1.0,0.0,17.0
1007,24698,2016,8,gutierrez,0.0,0.0,18.0
1008,24699,2016,8,jolyon_palmer,0.0,0.0,19.0
1009,24700,2016,8,ericsson,0.0,0.0,20.0
1010,24701,2016,8,nasr,0.0,0.0,22.0
1011,24702,2016,8,wehrlein,0.0,0.0,21.0
1012,24703,2016,8,haryanto,0.0,0.0,23.0
1013,24704,2016,9,rosberg,141.0,5.0,1.0
1014,24705,2016,9,hamilton,117.0,2.0,2.0
1015,24706,2016,9,vettel,96.0,0.0,3.0
1016,24707,2016,9,raikkonen,81.0,0.0,4.0
1017,24708,2016,9,ricciardo,78.0,0.0,5.0
1018,24709,2016,9,max_verstappen,54.0,1.0,6.0
1019,24710,2016,9,bottas,52.0,0.0,7.0
1020,24711,2016,9,perez,39.0,0.0,8.0
1021,24712,2016,9,massa,38.0,0.0,9.0
1022,24713,2016,9,grosjean,22.0,0.0,11.0
1023,24714,2016,9,kvyat,22.0,0.0,10.0
1024,24715,2016,9,sainz,18.0,0.0,14.0
1025,24716,2016,9,hulkenberg,20.0,0.0,12.0
1026,24717,2016,9,alonso,18.0,0.0,13.0
1027,24718,2016,9,button,5.0,0.0,16.0
1028,24719,2016,9,kevin_magnussen,6.0,0.0,15.0
1029,24720,2016,9,wehrlein,0.0,0.0,22.0
